COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,SEQ_NO,PAY_RECV_DT,PAY_RECV_AMT,PAY_REMARK,ENT_BY,ENT_DT
S,SAP0002/24-25,null,null,1,06/08/2024 00:00:00,3999427.63,null,201,06/08/2024 00:00:00
S,S0133/24-25,null,null,1,06/08/2024 00:00:00,88618183.52,null,201,06/08/2024 00:00:00
S,S0146/24-25,null,null,1,06/08/2024 00:00:00,28884798.36,null,201,06/08/2024 00:00:00
S,DMH013/24-25,null,null,1,01/08/2024 00:00:00,2952.42,null,201,01/08/2024 00:00:00
K,S0132/24-25,null,null,1,31/07/2024 00:00:00,3782852.5,null,164,31/07/2024 00:00:00
S,DMH014/24-25,null,null,1,29/07/2024 00:00:00,38586.97,null,201,29/07/2024 00:00:00
S,DMH011/24-25,null,null,1,26/07/2024 00:00:00,9769.18,null,201,26/07/2024 00:00:00
S,DMH010/24-25,null,null,1,26/07/2024 00:00:00,19171.02,null,201,26/07/2024 00:00:00
C,L00032/24-25,null,null,1,26/07/2024 00:00:00,221732330.48,null,201,26/07/2024 00:00:00
C,L00033/24-25,null,null,1,26/07/2024 00:00:00,46761786,null,201,26/07/2024 00:00:00
C,L00034/24-25,null,null,1,26/07/2024 00:00:00,110933338.8,null,201,26/07/2024 00:00:00
C,L00031/24-25,null,null,1,26/07/2024 00:00:00,1922354,null,201,26/07/2024 00:00:00
S,SMH0042/24-25,null,null,1,23/07/2024 00:00:00,1212939.49,null,201,23/07/2024 00:00:00
S,S0120/24-25,null,null,1,23/07/2024 00:00:00,3247470.21,null,201,23/07/2024 00:00:00
S,S0121/24-25,null,null,1,23/07/2024 00:00:00,132600351.96,null,201,23/07/2024 00:00:00
K,S0125/24-25,null,null,1,23/07/2024 00:00:00,14934030.75,null,164,23/07/2024 00:00:00
K,S0128/24-25,null,null,1,23/07/2024 00:00:00,40782809.9,null,164,23/07/2024 00:00:00
K,S0118/24-25,null,null,1,23/07/2024 00:00:00,82954500,null,164,23/07/2024 00:00:00
K,S0119/24-25,null,null,1,23/07/2024 00:00:00,29868061.5,null,164,23/07/2024 00:00:00
S,SMH0041/24-25,null,null,1,23/07/2024 00:00:00,2925216.13,null,201,23/07/2024 00:00:00
S,S0126/24-25,null,null,1,22/07/2024 00:00:00,7385639.67,null,201,22/07/2024 00:00:00
S,S0124/24-25,null,null,1,22/07/2024 00:00:00,7385639.67,null,201,22/07/2024 00:00:00
S,S0127/24-25,null,null,1,22/07/2024 00:00:00,59278835.73,null,201,22/07/2024 00:00:00
S,S0129/24-25,null,null,1,22/07/2024 00:00:00,26958495.39,null,201,22/07/2024 00:00:00
S,SAP0001/24-25,null,null,1,22/07/2024 00:00:00,3986636.4,null,201,22/07/2024 00:00:00
S,S0130/24-25,null,null,1,22/07/2024 00:00:00,69197725.7,null,201,22/07/2024 00:00:00
S,S0131/24-25,null,null,1,22/07/2024 00:00:00,17197750.05,null,201,22/07/2024 00:00:00
S,S0123/24-25,null,null,1,22/07/2024 00:00:00,7035318.97,null,201,22/07/2024 00:00:00
S,SMH0038/24-25,null,null,1,22/07/2024 00:00:00,9623442.15,null,201,22/07/2024 00:00:00
S,SMH0040/24-25,null,null,1,22/07/2024 00:00:00,19017646.29,null,201,22/07/2024 00:00:00
S,S0122/24-25,null,null,1,22/07/2024 00:00:00,128616819.75,null,201,22/07/2024 00:00:00
S,SMH0039/24-25,null,null,1,22/07/2024 00:00:00,37399130,null,201,22/07/2024 00:00:00
S,SMH0037/24-25,null,null,1,22/07/2024 00:00:00,13081874.34,null,201,22/07/2024 00:00:00
S,D009/24-25,null,null,1,22/07/2024 00:00:00,38391.93,null,201,22/07/2024 00:00:00
C,L00030/24-25,null,null,1,17/07/2024 00:00:00,2705324,null,201,17/07/2024 00:00:00
S,SMH0033/24-25,null,null,1,15/07/2024 00:00:00,2917131.17,null,201,15/07/2024 00:00:00
S,D008/24-25,null,null,1,11/07/2024 00:00:00,1217.11,null,201,11/07/2024 00:00:00
C,L00025/24-25,null,null,1,11/07/2024 00:00:00,2511316,null,201,11/07/2024 00:00:00
S,DMH008/24-25,null,null,1,10/07/2024 00:00:00,6461.05,null,201,10/07/2024 00:00:00
C,L00026/24-25,null,null,1,10/07/2024 00:00:00,128937075.76,null,201,10/07/2024 00:00:00
C,L00027/24-25,null,null,1,10/07/2024 00:00:00,127737057.84,null,201,10/07/2024 00:00:00
C,L00029/24-25,null,null,1,10/07/2024 00:00:00,90762947.36,null,201,10/07/2024 00:00:00
S,S0114/24-25,null,null,1,09/07/2024 00:00:00,650965.27,null,201,09/07/2024 00:00:00
S,S0113/24-25,null,null,1,09/07/2024 00:00:00,1041544.44,null,201,09/07/2024 00:00:00
S,SMH0032/24-25,null,null,1,09/07/2024 00:00:00,13506305.07,null,201,09/07/2024 00:00:00
C,L00028/24-25,null,null,1,09/07/2024 00:00:00,95375377.6,null,201,09/07/2024 00:00:00
S,S0101/24-25,null,null,1,09/07/2024 00:00:00,19630272.71,null,201,09/07/2024 00:00:00
S,S0100/24-25,null,null,1,09/07/2024 00:00:00,231550936.5,null,201,09/07/2024 00:00:00
S,DMH006/24-25,null,null,1,09/07/2024 00:00:00,29326.69,null,201,09/07/2024 00:00:00
C,L00024/24-25,null,null,1,08/07/2024 00:00:00,1586316,null,201,08/07/2024 00:00:00
S,S0117/24-25,null,null,1,08/07/2024 00:00:00,59106659.38,null,201,08/07/2024 00:00:00
S,S0108/24-25,null,null,1,08/07/2024 00:00:00,173449386.65,null,201,08/07/2024 00:00:00
L,SMH0036/24-25,null,null,1,08/07/2024 00:00:00,448742.84,null,201,08/07/2024 00:00:00
S,S0102/24-25,null,null,1,08/07/2024 00:00:00,20360656.8,null,201,08/07/2024 00:00:00
L,SMH0034/24-25,null,null,1,08/07/2024 00:00:00,17476368.69,null,201,08/07/2024 00:00:00
S,SMH0035/24-25,null,null,1,05/07/2024 00:00:00,9366795.46,null,201,05/07/2024 00:00:00
S,S0112/24-25,null,null,1,05/07/2024 00:00:00,69164935.54,null,201,05/07/2024 00:00:00
K,SMH0030/24-25,null,null,1,05/07/2024 00:00:00,42925861.33,null,164,05/07/2024 00:00:00
K,S0103/24-25,null,null,1,05/07/2024 00:00:00,223977150,null,164,05/07/2024 00:00:00
K,S0104/24-25,null,null,1,05/07/2024 00:00:00,36837275.85,null,164,05/07/2024 00:00:00
K,SMH0031/24-25,null,null,1,05/07/2024 00:00:00,208002475.88,null,164,05/07/2024 00:00:00
S,S0116/24-25,null,null,1,05/07/2024 00:00:00,17757298.87,null,201,05/07/2024 00:00:00
K,S0106/24-25,null,null,1,05/07/2024 00:00:00,29868061.5,null,164,05/07/2024 00:00:00
K,S0107/24-25,null,null,1,05/07/2024 00:00:00,14934030.75,null,164,05/07/2024 00:00:00
S,S0110/24-25,null,null,1,05/07/2024 00:00:00,7490535.6,null,201,05/07/2024 00:00:00
S,S0109/24-25,null,null,1,05/07/2024 00:00:00,7490535.6,null,201,05/07/2024 00:00:00
S,S0111/24-25,null,null,1,05/07/2024 00:00:00,26456204.76,null,201,05/07/2024 00:00:00
K,S0105/24-25,null,null,1,05/07/2024 00:00:00,5616523.05,null,164,05/07/2024 00:00:00
S,S0115/24-25,null,null,1,04/07/2024 00:00:00,5332682.01,null,201,04/07/2024 00:00:00
S,SMH0027/24-25,null,null,1,04/07/2024 00:00:00,2924632.33,null,201,04/07/2024 00:00:00
S,SMH0023/24-25,null,null,2,04/07/2024 00:00:00,1106.04,null,201,04/07/2024 00:00:00
C,L00023/24-25,null,null,1,28/06/2024 00:00:00,1897720,null,201,28/06/2024 00:00:00
C,L00019/24-25,null,null,1,26/06/2024 00:00:00,73376605.92,null,201,26/06/2024 00:00:00
C,L00022/24-25,null,null,1,26/06/2024 00:00:00,103414091.44,null,201,26/06/2024 00:00:00
C,L00021/24-25,null,null,1,26/06/2024 00:00:00,207104608.96,null,201,26/06/2024 00:00:00
C,L00018/24-25,null,null,1,26/06/2024 00:00:00,1849040,null,201,26/06/2024 00:00:00
S,S0090/24-25,null,null,1,25/06/2024 00:00:00,211800991.26,null,201,25/06/2024 00:00:00
S,S0089/24-25,null,null,1,25/06/2024 00:00:00,15687908.6,null,201,25/06/2024 00:00:00
C,L00020/24-25,null,null,1,25/06/2024 00:00:00,199584.96,null,201,25/06/2024 00:00:00
S,S0083/24-25,null,null,1,25/06/2024 00:00:00,331362870.56,null,201,25/06/2024 00:00:00
S,S0096/24-25,null,null,1,24/06/2024 00:00:00,17787946.13,null,201,24/06/2024 00:00:00
S,S0094/24-25,null,null,1,24/06/2024 00:00:00,27521867.84,null,201,24/06/2024 00:00:00
L,SMH0029/24-25,null,null,1,24/06/2024 00:00:00,391298.26,null,201,24/06/2024 00:00:00
L,SMH0028/24-25,null,null,1,24/06/2024 00:00:00,18611801.22,null,201,24/06/2024 00:00:00
S,S0093/24-25,null,null,1,21/06/2024 00:00:00,59201991.92,null,201,21/06/2024 00:00:00
S,D007/24-25,null,null,1,21/06/2024 00:00:00,106627.14,null,201,21/06/2024 00:00:00
S,SMH0024/24-25,null,null,1,21/06/2024 00:00:00,13586727.57,null,201,21/06/2024 00:00:00
S,SMH0023/24-25,null,null,1,21/06/2024 00:00:00,10941965.85,null,201,21/06/2024 00:00:00
S,S0095/24-25,null,null,1,21/06/2024 00:00:00,68204171.88,null,201,21/06/2024 00:00:00
S,S0092/24-25,null,null,1,21/06/2024 00:00:00,7776147.28,null,201,21/06/2024 00:00:00
S,S0091/24-25,null,null,1,21/06/2024 00:00:00,7776147.28,null,201,21/06/2024 00:00:00
S,S0099/24-25,null,null,1,20/06/2024 00:00:00,3908978.26,null,201,20/06/2024 00:00:00
K,SMH0025/24-25,null,null,1,19/06/2024 00:00:00,222096001.16,null,164,19/06/2024 00:00:00
K,S0087/24-25,null,null,1,19/06/2024 00:00:00,14934030.75,null,164,19/06/2024 00:00:00
K,S0085/24-25,null,null,1,19/06/2024 00:00:00,29868061.5,null,164,19/06/2024 00:00:00
K,S0084/24-25,null,null,1,19/06/2024 00:00:00,5616523.05,null,164,19/06/2024 00:00:00
K,S0088/24-25,null,null,1,19/06/2024 00:00:00,36837275.85,null,164,19/06/2024 00:00:00
K,S0086/24-25,null,null,1,19/06/2024 00:00:00,223977150,null,164,19/06/2024 00:00:00
K,SMH0026/24-25,null,null,1,19/06/2024 00:00:00,42783250.5,null,164,19/06/2024 00:00:00
S,S0098/24-25,null,null,1,19/06/2024 00:00:00,1304271.45,null,201,19/06/2024 00:00:00
S,S0097/24-25,null,null,1,19/06/2024 00:00:00,1825980.03,null,201,19/06/2024 00:00:00
S,S0031/24-25,null,null,1,14/06/2024 00:00:00,55147,null,201,14/06/2024 00:00:00
C,L00016/24-25,null,null,1,12/06/2024 00:00:00,42698284.08,null,201,12/06/2024 00:00:00
C,L00015/24-25,null,null,1,12/06/2024 00:00:00,85442338,null,201,12/06/2024 00:00:00
S,S0082/24-25,null,null,1,12/06/2024 00:00:00,935378162.24,null,201,12/06/2024 00:00:00
S,S0081/24-25,null,null,1,11/06/2024 00:00:00,9379480.12,null,201,11/06/2024 00:00:00
C,L00017/24-25,null,null,1,11/06/2024 00:00:00,102939505.72,null,201,11/06/2024 00:00:00
L,DMH005/24-25,null,null,1,11/06/2024 00:00:00,112215.04,null,201,11/06/2024 00:00:00
S,S0062/24-25,null,null,1,11/06/2024 00:00:00,28195056.52,null,201,11/06/2024 00:00:00
L,S0080/24-25,null,null,1,10/06/2024 00:00:00,454665.01,null,201,10/06/2024 00:00:00
S,DMH003/24-25,null,null,1,10/06/2024 00:00:00,17750.57,null,201,10/06/2024 00:00:00
L,SMH0022/24-25,null,null,1,10/06/2024 00:00:00,312046672.98,null,201,10/06/2024 00:00:00
L,SMH0021/24-25,null,null,1,10/06/2024 00:00:00,26646458.81,null,201,10/06/2024 00:00:00
S,DMH002/24-25,null,null,1,10/06/2024 00:00:00,2511.36,null,201,10/06/2024 00:00:00
K,S0079/24-25,null,null,1,10/06/2024 00:00:00,15929632.8,null,164,10/06/2024 00:00:00
K,S0078/24-25,null,null,1,10/06/2024 00:00:00,31859265.6,null,164,10/06/2024 00:00:00
K,S0077/24-25,null,null,1,10/06/2024 00:00:00,25045862.4,null,164,10/06/2024 00:00:00
K,S0076/24-25,null,null,1,10/06/2024 00:00:00,5475811.25,null,164,10/06/2024 00:00:00
K,S0075/24-25,null,null,1,10/06/2024 00:00:00,43658993.6,null,164,10/06/2024 00:00:00
K,S0074/24-25,null,null,1,10/06/2024 00:00:00,63252927,null,164,10/06/2024 00:00:00
K,S0073/24-25,null,null,1,10/06/2024 00:00:00,46854020,null,164,10/06/2024 00:00:00
K,S0071/24-25,null,null,1,10/06/2024 00:00:00,63252927,null,164,10/06/2024 00:00:00
K,S0070/24-25,null,null,1,10/06/2024 00:00:00,55053473.5,null,164,10/06/2024 00:00:00
K,S0072/24-25,null,null,1,10/06/2024 00:00:00,55053473.5,null,164,10/06/2024 00:00:00
K,S0068/24-25,null,null,1,10/06/2024 00:00:00,2884392.19,null,164,10/06/2024 00:00:00
K,S0069/24-25,null,null,1,10/06/2024 00:00:00,3282381,null,164,10/06/2024 00:00:00
S,S0064/24-25,null,null,1,07/06/2024 00:00:00,8701406.51,null,201,07/06/2024 00:00:00
S,S0067/24-25,null,null,1,07/06/2024 00:00:00,67510944.85,null,201,07/06/2024 00:00:00
S,S0066/24-25,null,null,1,07/06/2024 00:00:00,31978775.23,null,201,07/06/2024 00:00:00
S,S0063/24-25,null,null,1,07/06/2024 00:00:00,8701406.51,null,201,07/06/2024 00:00:00
K,S0058/24-25,null,null,1,06/06/2024 00:00:00,27651500,null,164,06/06/2024 00:00:00
S,S0065/24-25,null,null,1,06/06/2024 00:00:00,60484197.1,null,201,06/06/2024 00:00:00
S,S0057/24-25,null,null,1,06/06/2024 00:00:00,406664150.4,null,201,06/06/2024 00:00:00
C,L00014/24-25,null,null,1,06/06/2024 00:00:00,1576776,null,201,06/06/2024 00:00:00
K,S0059/24-25,null,null,1,06/06/2024 00:00:00,27651500,null,164,06/06/2024 00:00:00
S,SMH0020/24-25,null,null,1,06/06/2024 00:00:00,13553655.93,null,201,06/06/2024 00:00:00
K,S0060/24-25,null,null,1,06/06/2024 00:00:00,27651500,null,164,06/06/2024 00:00:00
K,S0061/24-25,null,null,1,06/06/2024 00:00:00,27651500,null,164,06/06/2024 00:00:00
C,L00012/24-25,null,null,1,29/05/2024 00:00:00,13084330.1,null,201,29/05/2024 00:00:00
B,L00013/24-25,null,null,1,29/05/2024 00:00:00,771.7,null,201,29/05/2024 00:00:00
C,L00008/24-25,null,null,1,27/05/2024 00:00:00,53302511.92,null,201,27/05/2024 00:00:00
S,DMH034/23-24,null,null,1,27/05/2024 00:00:00,64874.31,null,201,27/05/2024 00:00:00
C,L00009/24-25,null,null,1,27/05/2024 00:00:00,125801369.04,null,201,27/05/2024 00:00:00
B,L00011/24-25,null,null,1,27/05/2024 00:00:00,3562441.58,null,201,27/05/2024 00:00:00
C,L00007/24-25,null,null,1,23/05/2024 00:00:00,2006890,null,201,23/05/2024 00:00:00
S,S0047/24-25,null,null,1,23/05/2024 00:00:00,162144298.13,null,201,23/05/2024 00:00:00
L,SMH0018/24-25,null,null,1,22/05/2024 00:00:00,24879503.16,null,201,22/05/2024 00:00:00
L,SMH0019/24-25,null,null,1,22/05/2024 00:00:00,290995557.86,null,201,22/05/2024 00:00:00
C,L00010/24-25,null,null,1,21/05/2024 00:00:00,105855816.8,null,201,21/05/2024 00:00:00
S,S0049/24-25,null,null,1,21/05/2024 00:00:00,29861667.91,null,201,21/05/2024 00:00:00
S,S0048/24-25,null,null,1,21/05/2024 00:00:00,59163858.9,null,201,21/05/2024 00:00:00
S,S0052/24-25,null,null,1,21/05/2024 00:00:00,8179848.27,null,201,21/05/2024 00:00:00
S,SMH0017/24-25,null,null,1,21/05/2024 00:00:00,13194420.03,null,201,21/05/2024 00:00:00
S,S0051/24-25,null,null,1,21/05/2024 00:00:00,80111680.18,null,201,21/05/2024 00:00:00
S,S0050/24-25,null,null,1,21/05/2024 00:00:00,8179848.27,null,201,21/05/2024 00:00:00
S,S0046/24-25,null,null,1,21/05/2024 00:00:00,147731362.38,null,201,21/05/2024 00:00:00
K,SMH0009/24-25,null,null,1,20/05/2024 00:00:00,4790625.75,null,164,20/05/2024 00:00:00
K,S0019/24-25,null,null,1,20/05/2024 00:00:00,4424897.94,null,164,20/05/2024 00:00:00
K,SMH0008/24-25,null,null,1,20/05/2024 00:00:00,6843751.05,null,164,20/05/2024 00:00:00
K,S0018/24-25,null,null,1,20/05/2024 00:00:00,38201619.4,null,164,20/05/2024 00:00:00
K,S0041/24-25,null,null,1,20/05/2024 00:00:00,4812076.55,null,164,20/05/2024 00:00:00
K,S0043/24-25,null,null,1,20/05/2024 00:00:00,14934030.75,null,164,20/05/2024 00:00:00
K,S0021/24-25,null,null,1,20/05/2024 00:00:00,28761837,null,164,20/05/2024 00:00:00
K,S0020/24-25,null,null,1,20/05/2024 00:00:00,13274693.94,null,164,20/05/2024 00:00:00
K,S0017/24-25,null,null,1,20/05/2024 00:00:00,20811162.64,null,164,20/05/2024 00:00:00
L,SMH0016/24-25,null,null,1,20/05/2024 00:00:00,4683441,null,201,20/05/2024 00:00:00
L,S0038/24-25,null,null,1,20/05/2024 00:00:00,97307783.34,null,201,20/05/2024 00:00:00
L,S0039/24-25,null,null,1,20/05/2024 00:00:00,93129514.98,null,201,20/05/2024 00:00:00
K,S0053/24-25,null,null,1,20/05/2024 00:00:00,33121959.58,null,164,20/05/2024 00:00:00
K,S0054/24-25,null,null,1,20/05/2024 00:00:00,27353174.98,null,164,20/05/2024 00:00:00
K,S0055/24-25,null,null,1,20/05/2024 00:00:00,33917936.98,null,164,20/05/2024 00:00:00
K,S0056/24-25,null,null,1,20/05/2024 00:00:00,27353174.98,null,164,20/05/2024 00:00:00
K,S0044/24-25,null,null,1,20/05/2024 00:00:00,40930306.5,null,164,20/05/2024 00:00:00
K,S0045/24-25,null,null,1,20/05/2024 00:00:00,4298212.4,null,164,20/05/2024 00:00:00
K,S0040/24-25,null,null,1,20/05/2024 00:00:00,23480496,null,164,20/05/2024 00:00:00
K,S0042/24-25,null,null,1,20/05/2024 00:00:00,29868061.5,null,164,20/05/2024 00:00:00
L,S0036/24-25,null,null,1,17/05/2024 00:00:00,102598684.12,null,201,17/05/2024 00:00:00
B,L00006/24-25,null,null,1,17/05/2024 00:00:00,14484692.9,null,201,17/05/2024 00:00:00
L,SMH0015/24-25,null,null,1,17/05/2024 00:00:00,2951918.86,null,201,17/05/2024 00:00:00
L,S0037/24-25,null,null,1,17/05/2024 00:00:00,102598684.12,null,201,17/05/2024 00:00:00
K,S0035/24-25,null,null,1,14/05/2024 00:00:00,4298212.4,null,164,14/05/2024 00:00:00
C,L00005/24-25,null,null,1,10/05/2024 00:00:00,99699847.04,null,201,10/05/2024 00:00:00
K,S0034/24-25,null,null,1,09/05/2024 00:00:00,4298212.4,null,164,09/05/2024 00:00:00
K,S0033/24-25,null,null,1,09/05/2024 00:00:00,4298212.4,null,164,09/05/2024 00:00:00
K,S0032/24-25,null,null,1,09/05/2024 00:00:00,4298212.4,null,164,09/05/2024 00:00:00
S,SMH0014/24-25,null,null,1,09/05/2024 00:00:00,66623746.57,null,201,09/05/2024 00:00:00
S,S0025/24-25,null,null,1,09/05/2024 00:00:00,28008758.56,null,201,09/05/2024 00:00:00
S,D005/24-25,null,null,1,08/05/2024 00:00:00,16938.96,null,201,08/05/2024 00:00:00
S,S0029/24-25,null,null,1,08/05/2024 00:00:00,71898536.37,null,201,08/05/2024 00:00:00
S,S0030/24-25,null,null,1,08/05/2024 00:00:00,11552117.7,null,201,08/05/2024 00:00:00
L,SMH0012/24-25,null,null,1,08/05/2024 00:00:00,177043580.41,null,201,08/05/2024 00:00:00
L,S0023/24-25,null,null,1,08/05/2024 00:00:00,53649200.14,null,201,08/05/2024 00:00:00
S,S0027/24-25,null,null,1,06/05/2024 00:00:00,52578798.13,null,201,06/05/2024 00:00:00
S,SMH0011/24-25,null,null,1,06/05/2024 00:00:00,26030082.03,null,201,06/05/2024 00:00:00
C,L00004/24-25,null,null,1,06/05/2024 00:00:00,106036477.06,null,201,06/05/2024 00:00:00
S,SMH0013/24-25,null,null,1,06/05/2024 00:00:00,21622971.78,null,201,06/05/2024 00:00:00
S,DMH004/24-25,null,null,1,06/05/2024 00:00:00,32174.54,null,201,06/05/2024 00:00:00
S,DMH039/23-24,null,null,1,06/05/2024 00:00:00,706.58,null,201,06/05/2024 00:00:00
S,S0022/24-25,null,null,1,06/05/2024 00:00:00,203875071.77,null,201,06/05/2024 00:00:00
S,S0024/24-25,null,null,1,06/05/2024 00:00:00,8177991.63,null,201,06/05/2024 00:00:00
S,S0026/24-25,null,null,1,06/05/2024 00:00:00,8177991.63,null,201,06/05/2024 00:00:00
S,S0028/24-25,null,null,1,06/05/2024 00:00:00,73685655.81,null,201,06/05/2024 00:00:00
S,SMH0010/24-25,null,null,1,06/05/2024 00:00:00,12571495.22,null,201,06/05/2024 00:00:00
S,D001/24-25,null,null,1,06/05/2024 00:00:00,861.48,null,201,06/05/2024 00:00:00
S,D038/23-24,null,null,1,06/05/2024 00:00:00,1615.2,null,201,06/05/2024 00:00:00
S,S0010/24-25,null,null,1,29/04/2024 00:00:00,29946537.08,null,201,29/04/2024 00:00:00
C,L00001/24-25,null,null,1,27/04/2024 00:00:00,51350079.2,null,164,27/04/2024 00:00:00
C,L00002/24-25,null,null,1,27/04/2024 00:00:00,70514938.64,null,164,27/04/2024 00:00:00
K,S0419/23-24,null,null,1,25/04/2024 00:00:00,1327363.54,null,164,25/04/2024 00:00:00
K,S0002/24-25,null,null,1,25/04/2024 00:00:00,8310852.61,null,164,25/04/2024 00:00:00
C,L00003/24-25,null,null,1,24/04/2024 00:00:00,1901002,null,201,24/04/2024 00:00:00
K,SMH0003/24-25,null,null,1,24/04/2024 00:00:00,5478060,null,164,24/04/2024 00:00:00
L,SMH0006/24-25,null,null,1,23/04/2024 00:00:00,283913344.28,null,201,23/04/2024 00:00:00
L,S0013/24-25,null,null,1,23/04/2024 00:00:00,21944984.07,null,201,23/04/2024 00:00:00
S,S0014/24-25,null,null,1,23/04/2024 00:00:00,12156067.92,null,201,23/04/2024 00:00:00
S,D002/24-25,null,null,1,22/04/2024 00:00:00,8269.21,null,201,22/04/2024 00:00:00
S,S0001/24-25,null,null,1,22/04/2024 00:00:00,12330.96,null,201,22/04/2024 00:00:00
S,S0015/24-25,null,null,1,22/04/2024 00:00:00,65702312.65,null,201,22/04/2024 00:00:00
K,S0006/24-25,null,null,1,22/04/2024 00:00:00,16593367.5,null,164,22/04/2024 00:00:00
K,S0007/24-25,null,null,1,22/04/2024 00:00:00,30974286,null,164,22/04/2024 00:00:00
K,S0003/24-25,null,null,1,22/04/2024 00:00:00,26149828.33,null,164,22/04/2024 00:00:00
K,S0005/24-25,null,null,1,22/04/2024 00:00:00,5531122.5,null,164,22/04/2024 00:00:00
K,SMH0202/23-24,null,null,1,22/04/2024 00:00:00,2203460.32,null,164,22/04/2024 00:00:00
K,SMH0196/23-24,null,null,1,22/04/2024 00:00:00,2937947.2,null,164,22/04/2024 00:00:00
K,S0428/23-24,null,null,1,22/04/2024 00:00:00,3806505.6,null,164,22/04/2024 00:00:00
K,S0427/23-24,null,null,1,22/04/2024 00:00:00,2863024,null,164,22/04/2024 00:00:00
K,SMH0002/24-25,null,null,1,22/04/2024 00:00:00,6843751.05,null,164,22/04/2024 00:00:00
K,S0004/24-25,null,null,1,22/04/2024 00:00:00,40930306.5,null,164,22/04/2024 00:00:00
S,SMH0007/24-25,null,null,1,22/04/2024 00:00:00,22779886.37,null,201,22/04/2024 00:00:00
S,S0016/24-25,null,null,1,22/04/2024 00:00:00,72837933.02,null,201,22/04/2024 00:00:00
S,S0012/24-25,null,null,1,22/04/2024 00:00:00,181157502.07,null,201,22/04/2024 00:00:00
S,S0011/24-25,null,null,1,22/04/2024 00:00:00,7766446.35,null,201,22/04/2024 00:00:00
S,S0009/24-25,null,null,1,22/04/2024 00:00:00,8175206.67,null,201,22/04/2024 00:00:00
S,SMH0005/24-25,null,null,1,22/04/2024 00:00:00,12567554.48,null,201,22/04/2024 00:00:00
S,D003/24-25,null,null,1,22/04/2024 00:00:00,3389.65,null,201,22/04/2024 00:00:00
S,D045/23-24,null,null,1,22/04/2024 00:00:00,6883.96,null,201,22/04/2024 00:00:00
S,S0434/23-24,null,null,1,15/04/2024 00:00:00,3361313.53,null,201,15/04/2024 00:00:00
C,L00108/23-24,null,null,1,11/04/2024 00:00:00,2676320,null,201,11/04/2024 00:00:00
C,L00107/23-24,null,null,1,10/04/2024 00:00:00,108314848.96,null,201,10/04/2024 00:00:00
S,S0435/23-24,null,null,1,09/04/2024 00:00:00,13050493.74,null,201,09/04/2024 00:00:00
S,DMH001/24-25,null,null,1,09/04/2024 00:00:00,5415.03,null,201,09/04/2024 00:00:00
S,SMH0198/23-24,null,null,1,09/04/2024 00:00:00,21422136.43,null,201,09/04/2024 00:00:00
S,D046/23-24,null,null,1,08/04/2024 00:00:00,106179.8,null,201,08/04/2024 00:00:00
S,S0429/23-24,null,null,1,08/04/2024 00:00:00,7639014.77,null,201,08/04/2024 00:00:00
L,SMH0197/23-24,null,null,1,08/04/2024 00:00:00,212859753.36,null,201,08/04/2024 00:00:00
L,SMH0201/23-24,null,null,1,08/04/2024 00:00:00,14175781.56,null,201,08/04/2024 00:00:00
L,S0431/23-24,null,null,1,08/04/2024 00:00:00,9104219.83,null,201,08/04/2024 00:00:00
S,SMH0204/23-24,null,null,1,08/04/2024 00:00:00,20520604.6,null,201,08/04/2024 00:00:00
S,S0438/23-24,null,null,1,08/04/2024 00:00:00,32295093.02,null,201,08/04/2024 00:00:00
S,S0430/23-24,null,null,1,08/04/2024 00:00:00,41460815.29,null,201,08/04/2024 00:00:00
S,S0437/23-24,null,null,1,05/04/2024 00:00:00,3864048,null,201,05/04/2024 00:00:00
S,S0436/23-24,null,null,1,05/04/2024 00:00:00,73798788.77,null,201,05/04/2024 00:00:00
S,S0433/23-24,null,null,1,05/04/2024 00:00:00,9946531.9,null,201,05/04/2024 00:00:00
S,SMH0203/23-24,null,null,1,05/04/2024 00:00:00,9507684.39,null,201,05/04/2024 00:00:00
S,SMH0001/24-25,null,null,1,05/04/2024 00:00:00,79466.21,null,201,05/04/2024 00:00:00
S,S0432/23-24,null,null,1,05/04/2024 00:00:00,15039156.24,null,201,05/04/2024 00:00:00
K,S0417/23-24,null,null,1,04/04/2024 00:00:00,3928268.75,null,128,04/04/2024 00:00:00
S,SMH0199/23-24,null,null,1,04/04/2024 00:00:00,4337508.89,null,201,04/04/2024 00:00:00
S,SMH0200/23-24,null,null,1,04/04/2024 00:00:00,2483043.26,null,201,04/04/2024 00:00:00
K,S0425/23-24,null,null,1,04/04/2024 00:00:00,4780216,null,128,04/04/2024 00:00:00
K,S0421/23-24,null,null,1,04/04/2024 00:00:00,31115000,null,128,04/04/2024 00:00:00
K,S0418/23-24,null,null,1,04/04/2024 00:00:00,71575600,null,128,04/04/2024 00:00:00
K,S0426/23-24,null,null,1,04/04/2024 00:00:00,26377792,null,128,04/04/2024 00:00:00
K,S0423/23-24,null,null,1,04/04/2024 00:00:00,88818464,null,128,04/04/2024 00:00:00
K,S0424/23-24,null,null,1,04/04/2024 00:00:00,12688352,null,128,04/04/2024 00:00:00
K,S0422/23-24,null,null,1,04/04/2024 00:00:00,13657760,null,128,04/04/2024 00:00:00
K,S0420/23-24,null,null,1,04/04/2024 00:00:00,13819328,null,128,04/04/2024 00:00:00
