COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_CONTACT_PERSON_CD,TRANS_BU_UNIT,INVOICE_TYPE,INVOICE_SEQ,INVOICE_NO,INVOICE_DT,FREQ,PERIOD_START_DT,PERIOD_END_DT,DUE_DT,ALLOC_QTY,NEG_IMB_QTY,POS_IMB_QTY,UNAUTH_OVERRUN_QTY,RATE_UNIT,TRANSPORT_RATE,POSITIVE_IMB_RATE,NEGETIVE_IMB_RATE,UNAUTH_OVERRUN_RATE,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TAX_AMT,TAX_STRUCT_CD,TAX_EFF_DT,INVOICE_AMT,ADJUST_SIGN,ADJUST_AMT,NET_PAYABLE_AMT,INV_STATUS,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,FINANCIAL_YEAR,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,NEG_IMB_AMT,POS_IMB_AMT,UNAUTH_OVERRUN_AMT,DEFICIENCY_QTY,SIP_PAY_RATE,DEFICIENCY_AMT,TRANSMISSION_AMT,SIP_PAY_FREQ,TDS_AMT,TDS_FACTOR,TDS_STRUCT_CD,TDS_EFF_DT,TCS_TDS,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SYS_INV_NO,INV_COMPONENT,PARKING_QTY,PARKING_RATE,PARKING_AMT
Gail,16-1-24-16-1604-333,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000385,07/04/202300:00:00,1,01/04/2023 00:00:00,07/04/2023 00:00:00,10/04/202300:00:00,,null,null,null,1,null,null,null,null,632549,null,null,null,1,632549,null,null,null,null,null,null,null,null,Y,6,06/05/202300:00:00,Y,6,06/05/202300:00:00,Y,6,06/05/202300:00:00,23,28/04/202300:00:00,2023-2024,O,23,28/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-24-16-1604-333,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000386,15/04/202300:00:00,1,08/04/2023 00:00:00,15/04/2023 00:00:00,18/04/202300:00:00,,null,null,null,1,null,null,null,null,722332,null,null,null,1,722332,null,null,null,null,null,null,null,null,N,null,null,N,null,null,N,null,null,23,28/04/202300:00:00,2023-2024,O,23,28/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-22-16-1604-101,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109001252,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,06/05/202300:00:00,,null,null,null,1,null,null,null,null,775320,null,null,null,1,775320,null,null,null,null,null,null,null,null,Y,6,05/05/202300:00:00,Y,6,05/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-51-16-1603-371,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000897,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,302117,null,null,null,1,302117,null,null,null,null,null,null,null,null,Y,6,03/05/202300:00:00,Y,6,03/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-50-16-1601-92,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109001001,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,4940434,null,null,null,1,4940434,null,null,null,null,null,null,null,null,Y,6,03/05/202300:00:00,Y,6,03/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-34-16-1601-1161,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109001029,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,2013984,null,null,null,1,2013984,null,null,null,null,null,null,null,null,Y,6,03/05/202300:00:00,Y,6,03/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-5-16-1603-861,R,null,null,null,R,null,null,1,PC/PC,2022-2023,UPG2A22109006791,15/03/202300:00:00,1,01/03/2023 00:00:00,15/03/2023 00:00:00,21/03/202300:00:00,,null,null,null,1,null,null,null,null,383618,null,null,null,1,383618,null,null,null,null,null,null,null,null,Y,6,20/03/202300:00:00,Y,6,20/03/202300:00:00,Y,6,20/03/202300:00:00,130,20/03/202300:00:00,2022-2023,O,130,20/03/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-6-16-1603-852,R,null,null,null,R,null,null,1,PC/PC,2022-2023,MPG2A22106002598,15/02/202300:00:00,1,01/02/2023 00:00:00,15/02/2023 00:00:00,22/02/202300:00:00,,null,null,null,1,null,null,null,null,45438,null,null,null,1,45438,null,null,null,null,null,null,null,null,Y,6,31/03/202300:00:00,Y,6,31/03/202300:00:00,Y,6,31/03/202300:00:00,49,27/03/202300:00:00,2022-2023,O,49,27/03/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-44-16-1604-881,R,null,null,null,R,null,null,1,PC/PC,2022-2023,MHG2A22105001934,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,424456,null,null,null,1,424456,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,06/04/202300:00:00,2022-2023,O,130,06/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-44-16-1604-881,R,null,null,null,R,null,null,1,PC/PC,2022-2023,MHG2A22105001948,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,17671,null,null,null,1,17671,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,12/04/202300:00:00,2022-2023,O,130,12/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-29-16-1601-401,R,null,null,null,R,null,null,1,PC/PC,2022-2023,RJG2A22107001728,15/02/202300:00:00,1,01/02/2023 00:00:00,15/02/2023 00:00:00,22/02/202300:00:00,,null,null,null,1,null,null,null,null,227769,null,null,null,1,227769,null,null,null,null,null,null,null,null,Y,6,25/04/202300:00:00,Y,6,25/04/202300:00:00,Y,6,25/04/202300:00:00,49,25/04/202300:00:00,2022-2023,O,49,25/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-47-16-1601-1211,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000344,15/04/202300:00:00,1,01/04/2023 00:00:00,15/04/2023 00:00:00,19/04/202300:00:00,,null,null,null,1,null,null,null,null,209732,null,null,null,1,209732,null,null,null,null,null,null,null,null,Y,6,26/04/202300:00:00,Y,6,26/04/202300:00:00,Y,6,06/05/202300:00:00,23,26/04/202300:00:00,2023-2024,O,23,26/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-43-16-1604-1141,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000368,15/04/202300:00:00,1,01/04/2023 00:00:00,15/04/2023 00:00:00,19/04/202300:00:00,,null,null,null,1,null,null,null,null,1343,null,null,null,1,1343,null,null,null,null,null,null,null,null,Y,6,06/05/202300:00:00,Y,6,06/05/202300:00:00,Y,6,06/05/202300:00:00,23,27/04/202300:00:00,2023-2024,O,23,27/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-24-16-1604-333,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109001069,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,256655,null,null,null,1,256655,null,null,null,null,null,null,null,null,Y,6,05/05/202300:00:00,Y,6,05/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-47-16-1601-1211,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109001086,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,7317428,null,null,null,1,7317428,null,null,null,null,null,null,null,null,Y,6,05/05/202300:00:00,Y,6,05/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-47-16-1601-1211,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109001156,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,61296,null,null,null,1,61296,null,null,null,null,null,null,null,null,Y,6,05/05/202300:00:00,Y,6,05/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-43-16-1604-1141,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109001174,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,824,null,null,null,1,824,null,null,null,null,null,null,null,null,Y,6,05/05/202300:00:00,Y,6,05/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-44-16-1604-881,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109001176,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,7256,null,null,null,1,7256,null,null,null,null,null,null,null,null,Y,6,05/05/202300:00:00,Y,6,05/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-54-16-1603-392,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109002761,31/05/202300:00:00,2,16/05/2023 00:00:00,31/05/2023 00:00:00,06/06/202300:00:00,,null,null,null,1,null,null,null,null,100280,null,null,null,1,100280,null,null,null,null,null,null,null,null,Y,6,09/06/202300:00:00,Y,6,09/06/202300:00:00,N,null,null,130,06/06/202300:00:00,2023-2024,O,130,06/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-51-16-1603-371,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109002486,31/05/202300:00:00,2,16/05/2023 00:00:00,31/05/2023 00:00:00,06/06/202300:00:00,,null,null,null,1,null,null,null,null,133185,null,null,null,1,133185,null,null,null,null,null,null,null,null,Y,6,09/06/202300:00:00,Y,6,09/06/202300:00:00,N,null,null,130,06/06/202300:00:00,2023-2024,O,130,06/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-52-16-1603-372,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109002432,31/05/202300:00:00,2,16/05/2023 00:00:00,31/05/2023 00:00:00,06/06/202300:00:00,,null,null,null,1,null,null,null,null,305855,null,null,null,1,305855,null,null,null,null,null,null,null,null,Y,6,09/06/202300:00:00,Y,6,09/06/202300:00:00,N,null,null,130,06/06/202300:00:00,2023-2024,O,130,06/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-48-16-1603-1001,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109002460,31/05/202300:00:00,2,16/05/2023 00:00:00,31/05/2023 00:00:00,06/06/202300:00:00,,null,null,null,1,null,null,null,null,453862,null,null,null,1,453862,null,null,null,null,null,null,null,null,Y,6,09/06/202300:00:00,Y,6,09/06/202300:00:00,N,null,null,130,06/06/202300:00:00,2023-2024,O,130,06/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-10-16-1604-782,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109002593,31/05/202300:00:00,2,16/05/2023 00:00:00,31/05/2023 00:00:00,06/06/202300:00:00,,null,null,null,1,null,null,null,null,32928,null,null,null,1,32928,null,null,null,null,null,null,null,null,Y,6,09/06/202300:00:00,Y,6,09/06/202300:00:00,N,null,null,130,06/06/202300:00:00,2023-2024,O,130,06/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-2-16-1604-542,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109002407,31/05/202300:00:00,2,16/05/2023 00:00:00,31/05/2023 00:00:00,06/06/202300:00:00,,null,null,null,1,null,null,null,null,47633,null,null,null,1,47633,null,null,null,null,null,null,null,null,Y,6,09/06/202300:00:00,Y,6,09/06/202300:00:00,Y,6,09/06/202300:00:00,130,06/06/202300:00:00,2023-2024,O,130,06/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-55-16-1604-10000165,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109002445,31/05/202300:00:00,2,16/05/2023 00:00:00,31/05/2023 00:00:00,06/06/202300:00:00,,null,null,null,1,null,null,null,null,287474,null,null,null,1,287474,null,null,null,null,null,null,null,null,Y,6,09/06/202300:00:00,Y,6,09/06/202300:00:00,N,null,null,130,06/06/202300:00:00,2023-2024,O,130,06/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-29-16-1601-401,R,null,null,null,R,null,null,1,PC/PC,2022-2023,RJG2A22107001793,28/02/202300:00:00,2,16/02/2023 00:00:00,28/02/2023 00:00:00,05/03/202300:00:00,,null,null,null,1,null,null,null,null,10376858,null,null,null,1,10376858,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,113,31/03/202300:00:00,2022-2023,O,113,31/03/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-18-16-1602-101,R,null,null,null,R,null,null,1,PC/PC,2022-2023,MHG2A22105001927,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,07/04/202300:00:00,,null,null,null,1,null,null,null,null,1387811,null,null,null,1,1387811,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-22-16-1604-101,R,null,null,null,R,null,null,1,PC/PC,2022-2023,MHG2A22105001928,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,1024439,null,null,null,1,1024439,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-30-16-1601-1001,R,null,null,null,R,null,null,1,PC/PC,2022-2023,GJG2A22103003809,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,71959,null,null,null,1,71959,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-12-16-1604-782,R,null,null,null,R,null,null,1,PC/PC,2022-2023,MHG2A22105001932,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,156211,null,null,null,1,156211,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-31-16-1604-1101,R,null,null,null,R,null,null,1,PC/PC,2022-2023,GAG2A22134000352,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,177313,null,null,null,1,177313,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-43-16-1604-1141,R,null,null,null,R,null,null,1,PC/PC,2022-2023,MHG2A22105001933,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,776968,null,null,null,1,776968,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-45-16-1601-441,R,null,null,null,R,null,null,1,PC/PC,2022-2023,MPG2A22106002996,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,260634,null,null,null,1,260634,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-6-16-1603-852,R,null,null,null,R,null,null,1,PC/PC,2022-2023,MPG2A22106002995,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,28462,null,null,null,1,28462,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-33-16-1601-412,R,null,null,null,R,null,null,1,PC/PC,2022-2023,UPG2A22109007089,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,8005939,null,null,null,1,8005939,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-36-16-1601-892,R,null,null,null,R,null,null,1,PC/PC,2022-2023,GJG2A22103003798,31/03/202300:00:00,2,16/03/2023 00:00:00,31/03/2023 00:00:00,08/04/202300:00:00,,null,null,null,1,null,null,null,null,5287612,null,null,null,1,5287612,null,null,null,null,null,null,null,null,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,Y,6,16/04/202300:00:00,130,05/04/202300:00:00,2022-2023,O,130,05/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-39-16-1601-403,R,null,null,null,R,null,null,1,PC/PC,2022-2023,RJG2A22107001727,15/02/202300:00:00,1,01/02/2023 00:00:00,15/02/2023 00:00:00,22/02/202300:00:00,,null,null,null,1,null,null,null,null,205583,null,null,null,1,205583,null,null,null,null,null,null,null,null,Y,6,26/04/202300:00:00,Y,6,26/04/202300:00:00,N,null,null,49,26/04/202300:00:00,2022-2023,O,49,26/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-48-16-1603-1001,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000237,15/04/202300:00:00,1,01/04/2023 00:00:00,15/04/2023 00:00:00,19/04/202300:00:00,,null,null,null,1,null,null,null,null,47594,null,null,null,1,47594,null,null,null,null,null,null,null,null,Y,6,26/04/202300:00:00,Y,6,26/04/202300:00:00,Y,6,06/05/202300:00:00,23,26/04/202300:00:00,2023-2024,O,23,26/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-6-16-1603-852,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000095,15/04/202300:00:00,1,01/04/2023 00:00:00,15/04/2023 00:00:00,19/04/202300:00:00,,null,null,null,1,null,null,null,null,5876,null,null,null,1,5876,null,null,null,null,null,null,null,null,Y,6,26/04/202300:00:00,Y,6,26/04/202300:00:00,Y,6,06/05/202300:00:00,23,26/04/202300:00:00,2023-2024,O,23,26/04/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-48-16-1603-1001,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000930,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,47594,null,null,null,1,47594,null,null,null,null,null,null,null,null,Y,6,03/05/202300:00:00,Y,6,03/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-2-16-1604-542,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109001231,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,06/05/202300:00:00,,null,null,null,1,null,null,null,null,9128,null,null,null,1,9128,null,null,null,null,null,null,null,null,Y,6,03/05/202300:00:00,Y,6,03/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-52-16-1603-372,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000885,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,243352,null,null,null,1,243352,null,null,null,null,null,null,null,null,Y,6,03/05/202300:00:00,Y,6,03/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-31-16-1604-1101,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109000994,30/04/202300:00:00,2,16/04/2023 00:00:00,30/04/2023 00:00:00,05/05/202300:00:00,,null,null,null,1,null,null,null,null,31024,null,null,null,1,31024,null,null,null,null,null,null,null,null,Y,6,05/05/202300:00:00,Y,6,05/05/202300:00:00,Y,6,06/05/202300:00:00,49,03/05/202300:00:00,2023-2024,O,49,03/05/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-57-16-1601-84,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109004520,15/07/202300:00:00,8,06/07/2023 00:00:00,15/07/2023 00:00:00,20/07/202300:00:00,,null,null,null,1,null,null,null,null,1654576,null,null,null,1,1654576,null,null,null,null,null,null,null,null,Y,6,18/07/202300:00:00,Y,6,18/07/202300:00:00,Y,6,19/07/202300:00:00,113,17/07/202300:00:00,2023-2024,O,113,17/07/202300:00:00,null,null,null,null,null,null,null,null,29546,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-54-16-1603-392,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109005554,31/07/202300:00:00,2,16/07/2023 00:00:00,31/07/2023 00:00:00,05/08/202300:00:00,,null,null,null,1,null,null,null,null,127124,null,null,null,1,127124,null,null,null,null,null,null,null,null,Y,6,02/08/202300:00:00,Y,6,02/08/202300:00:00,Y,6,03/08/202300:00:00,113,02/08/202300:00:00,2023-2024,O,113,02/08/202300:00:00,null,null,null,null,null,null,null,null,2270.07,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
Gail,16-1-58-16-1603-392,R,null,null,null,R,null,null,1,PC/PC,2023-2024,UPG2A23109005555,31/07/202300:00:00,2,16/07/2023 00:00:00,31/07/2023 00:00:00,05/08/202300:00:00,,null,null,null,1,null,null,null,null,96275,null,null,null,1,96275,null,null,null,null,null,null,null,null,Y,6,02/08/202300:00:00,Y,6,02/08/202300:00:00,Y,6,03/08/202300:00:00,113,02/08/202300:00:00,2023-2024,O,113,02/08/202300:00:00,null,null,null,null,null,null,null,null,1719.2,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
