COUNTERPARTY_ABBR,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,BU_UNIT,PLANT_SEQ,CONTRACT_TYPE,CARGO_NO,INVOICE_NO,FINANCIAL_YEAR,INVOICE_ID_SEQ,TDS_GROSS_PERCENT,TDS_GROSS_AMT,TDS_TAX_PERCENT,TDS_TAX_AMT,PAY_RECV_AMT
GFCL,1,2-0,2,0,1,1,I,0,I0006/23-24,2023-2024,6,null,11424.23,null,null,11424.23
GFCL,1,3-0,3,0,1,2,I,0,I0005/23-24,2023-2024,5,null,9139.72,null,null,9139.72
INPEROX,1,3-0,3,0,1,1,I,0,I0007/23-24,2023-2024,7,null,10783.93,null,null,10783.93
INPEROX,1,3-0,3,0,1,1,I,0,I0010/23-24,2023-2024,10,null,4530.95,null,null,4530.95
INPEROX,1,3-0,3,0,1,1,I,0,I0008/23-24,2023-2024,8,null,7961.42,null,null,7961.42
INPEROX,1,3-0,3,0,1,1,I,0,I0009/23-24,2023-2024,9,null,7266.12,null,null,7266.12
INPEROX,1,3-0,3,0,1,1,I,0,I0001/24-25,2024-2025,1,null,9707.37,null,null,null
GOAGLSF,1,2-0,2,0,1,1,I,0,I0005/22-23,2022-2023,5,null,6905.59,null,null,null
GOAGLSF,,0,2,0,2,1,S,null,SMH0019/23-24,2023-2024,19,.1,56555.59,null,null,58195.7
BOROREN,,0,1,0,null,1,S,null,D030/23-24,2023-2024,323,null,23715833.1,null,null,98607.26
SVTPLIN,1,4-0,4,0,1,1,I,0,I0005/24-25,2024-2025,5,null,8340.54,null,null,8340.54
SVTPLIN,1,4-0,4,0,1,1,I,0,I0007/24-25,2024-2025,7,null,676.87,null,null,676.87
SVTPLIN,1,4-0,4,0,1,1,I,0,I0003/24-25,2024-2025,3,null,8776.59,null,null,8776.59
SVTPLIN,1,3-1,3,1,1,1,I,0,I0002/24-25,2024-2025,2,null,18844.72,null,null,null
SVTPLIN,,0,3,1,null,1,S,null,D003/24-25,2023-2024,435,.1,10674677.57,null,null,3389.65
SVTPLIN,,0,2,0,null,1,S,null,D042/23-24,2023-2024,391,.1,9199056.6,null,null,11039.43
SVTPLIN,,0,2,0,null,1,S,null,D037/23-24,2023-2024,369,.1,9744372.25,null,null,18949.43
CRMNDEL,,0,1,0,null,1,S,null,DAP003/24-25,2024-2025,2,null,3733899.84,null,null,268560.29
