

<<ROLLBACK_START>>,<<FMS_EXCHG_RATE_ENTRY()>>, 	(26-FEB-2025 10:09:37)
15,16/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,16/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,17/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,17/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,17/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,18/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,18/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,18/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,21/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,21/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,21/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,22/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,22/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,22/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,23/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,23/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,23/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,24/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,24/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,24/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,25/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,25/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,25/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,28/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,28/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,28/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,29/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,29/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,29/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,30/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,30/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
14,30/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
13,31/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
15,31/05/2007 00:00:00, 	(26-FEB-2025 10:09:43)
1,24/03/2010 00:00:00, 	(26-FEB-2025 10:09:43)
1,10/03/2010 00:00:00, 	(26-FEB-2025 10:09:44)
15,26/07/2007 00:00:00, 	(26-FEB-2025 10:09:44)
6,12/04/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,13/04/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,14/04/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,15/04/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,16/04/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,17/04/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,11/06/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,12/06/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,13/06/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,14/06/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,15/06/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,16/06/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,01/10/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,02/10/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,03/10/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,04/10/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,05/10/2005 00:00:00, 	(26-FEB-2025 10:09:44)
6,15/04/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,11/04/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,12/04/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,13/04/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,14/04/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,27/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,28/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,29/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,30/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,27/04/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,28/04/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,29/04/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,30/04/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,01/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,19/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,20/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,21/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,22/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,23/05/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,30/06/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,01/07/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,02/07/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,03/07/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,04/07/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,31/08/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,01/09/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,02/09/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,03/09/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,04/09/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,12/09/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,13/09/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,14/09/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,15/09/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,16/09/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,06/10/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,07/10/2006 00:00:00, 	(26-FEB-2025 10:09:44)
6,08/10/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,09/10/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,10/10/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,19/10/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,20/10/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,21/10/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,22/10/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,23/10/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,10/11/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,11/11/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,12/11/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,13/11/2006 00:00:00, 	(26-FEB-2025 10:09:45)
6,14/11/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,24/11/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,25/11/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,26/11/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,27/11/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,28/11/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,15/12/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,16/12/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,17/12/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,18/12/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,19/12/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,24/12/2006 00:00:00, 	(26-FEB-2025 10:09:46)
6,25/12/2006 00:00:00, 	(26-FEB-2025 10:09:47)
6,26/12/2006 00:00:00, 	(26-FEB-2025 10:09:47)
6,27/12/2006 00:00:00, 	(26-FEB-2025 10:09:47)
6,28/12/2006 00:00:00, 	(26-FEB-2025 10:09:47)
6,24/01/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,25/01/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,26/01/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,27/01/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,28/01/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,29/01/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,30/01/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,09/02/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,10/02/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,11/02/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,12/02/2007 00:00:00, 	(26-FEB-2025 10:09:47)
6,13/02/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,24/02/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,25/02/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,26/02/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,27/02/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,28/02/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,02/03/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,03/03/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,04/03/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,05/03/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,06/03/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,21/03/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,22/03/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,23/03/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,24/03/2007 00:00:00, 	(26-FEB-2025 10:09:48)
6,25/03/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,02/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,03/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,04/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,05/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,06/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,17/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,18/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,19/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,20/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,21/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,22/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,28/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,29/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,30/04/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,01/05/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,02/05/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,03/05/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,04/05/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,05/05/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,06/05/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,20/05/2007 00:00:00, 	(26-FEB-2025 10:09:49)
6,21/05/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,22/05/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,23/05/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,24/05/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,25/05/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,26/05/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,31/05/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,01/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,02/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,03/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,04/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,17/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,18/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,19/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,20/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,21/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,26/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,27/06/2007 00:00:00, 	(26-FEB-2025 10:09:50)
6,28/06/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,29/06/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,30/06/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,06/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,07/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,08/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,09/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,10/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,11/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,12/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,13/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,14/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,22/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,23/08/2007 00:00:00, 	(26-FEB-2025 10:09:51)
6,24/08/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,25/08/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,26/08/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,04/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,05/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,06/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,07/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,08/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,17/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,18/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,19/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,20/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,21/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,23/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,24/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,25/09/2007 00:00:00, 	(26-FEB-2025 10:09:52)
6,26/09/2007 00:00:00, 	(26-FEB-2025 10:09:53)
6,27/09/2007 00:00:00, 	(26-FEB-2025 10:09:53)
6,05/10/2007 00:00:00, 	(26-FEB-2025 10:09:53)
6,06/10/2007 00:00:00, 	(26-FEB-2025 10:09:53)
15,14/05/2010 00:00:00, 	(26-FEB-2025 10:09:53)
13,14/05/2010 00:00:00, 	(26-FEB-2025 10:09:53)
1,14/05/2010 00:00:00, 	(26-FEB-2025 10:09:53)
6,22/04/2010 00:00:00, 	(26-FEB-2025 10:09:53)
6,28/04/2010 00:00:00, 	(26-FEB-2025 10:09:53)
13,08/07/2010 00:00:00, 	(26-FEB-2025 10:09:53)
15,08/07/2010 00:00:00, 	(26-FEB-2025 10:09:53)
15,01/07/2010 00:00:00, 	(26-FEB-2025 10:09:53)
13,01/07/2010 00:00:00, 	(26-FEB-2025 10:09:53)
13,30/06/2010 00:00:00, 	(26-FEB-2025 10:09:53)
15,30/06/2010 00:00:00, 	(26-FEB-2025 10:09:53)
1,16/07/2000 00:00:00, 	(26-FEB-2025 10:09:53)
15,16/07/2000 00:00:00, 	(26-FEB-2025 10:09:53)
13,16/07/2000 00:00:00, 	(26-FEB-2025 10:09:53)
15,21/06/2010 00:00:00, 	(26-FEB-2025 10:09:53)
13,21/06/2010 00:00:00, 	(26-FEB-2025 10:09:53)
14,21/06/2010 00:00:00, 	(26-FEB-2025 10:09:54)
13,22/06/2010 00:00:00, 	(26-FEB-2025 10:09:54)
15,22/06/2010 00:00:00, 	(26-FEB-2025 10:09:54)
14,22/06/2010 00:00:00, 	(26-FEB-2025 10:09:54)
6,07/10/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,08/10/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,09/10/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,21/10/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,22/10/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,23/10/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,24/10/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,25/10/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,10/11/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,11/11/2007 00:00:00, 	(26-FEB-2025 10:09:54)
6,12/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,13/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,14/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,22/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,23/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,24/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,25/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,26/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,27/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,28/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,29/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,30/11/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,01/12/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,02/12/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,14/12/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,15/12/2007 00:00:00, 	(26-FEB-2025 10:09:55)
6,17/12/2007 00:00:00, 	(26-FEB-2025 10:09:56)
6,18/12/2007 00:00:00, 	(26-FEB-2025 10:09:56)
6,20/12/2007 00:00:00, 	(26-FEB-2025 10:09:56)
6,21/12/2007 00:00:00, 	(26-FEB-2025 10:09:56)
6,22/12/2007 00:00:00, 	(26-FEB-2025 10:09:56)
6,23/12/2007 00:00:00, 	(26-FEB-2025 10:09:56)
6,24/12/2007 00:00:00, 	(26-FEB-2025 10:09:56)
6,05/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,06/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,07/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,08/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,09/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,10/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,11/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,12/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,13/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,14/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,27/01/2008 00:00:00, 	(26-FEB-2025 10:09:56)
6,28/01/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,29/01/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,30/01/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,31/01/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,01/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,07/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,08/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,09/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,10/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,11/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,21/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,22/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,23/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,24/02/2008 00:00:00, 	(26-FEB-2025 10:09:57)
6,25/02/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,01/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,02/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,03/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,04/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,13/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,14/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,15/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,16/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,17/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,21/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,22/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,23/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,24/03/2008 00:00:00, 	(26-FEB-2025 10:09:58)
6,25/03/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,26/03/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,27/03/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,28/03/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,07/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,08/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,09/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,10/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,11/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,19/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,20/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,21/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,22/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,23/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,27/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,28/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,29/04/2008 00:00:00, 	(26-FEB-2025 10:09:59)
6,30/04/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,01/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,05/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,06/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,07/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,08/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,09/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,11/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,12/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,13/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,14/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,15/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,16/05/2008 00:00:00, 	(26-FEB-2025 10:10:00)
6,17/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,18/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,19/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,20/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,21/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,22/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,23/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,24/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,26/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,27/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,28/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,29/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,30/05/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,11/06/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,12/06/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,13/06/2008 00:00:00, 	(26-FEB-2025 10:10:01)
6,14/06/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,15/06/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,18/06/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,19/06/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,20/06/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,21/06/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,22/06/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,18/07/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,19/07/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,20/07/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,21/07/2008 00:00:00, 	(26-FEB-2025 10:10:02)
6,22/07/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,24/07/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,25/07/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,26/07/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,27/07/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,28/07/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,04/08/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,05/08/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,06/08/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,07/08/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,08/08/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,09/08/2008 00:00:00, 	(26-FEB-2025 10:10:03)
6,10/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,11/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,12/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,13/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,18/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,19/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,20/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,21/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,22/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,26/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,27/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,28/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,29/08/2008 00:00:00, 	(26-FEB-2025 10:10:04)
6,30/08/2008 00:00:00, 	(26-FEB-2025 10:10:05)
6,06/09/2008 00:00:00, 	(26-FEB-2025 10:10:05)
6,07/09/2008 00:00:00, 	(26-FEB-2025 10:10:05)
6,08/09/2008 00:00:00, 	(26-FEB-2025 10:10:05)
13,10/03/2008 00:00:00, 	(26-FEB-2025 10:10:05)
15,10/03/2008 00:00:00, 	(26-FEB-2025 10:10:05)
14,10/03/2008 00:00:00, 	(26-FEB-2025 10:10:05)
13,11/03/2008 00:00:00, 	(26-FEB-2025 10:10:05)
15,11/03/2008 00:00:00, 	(26-FEB-2025 10:10:05)
14,11/03/2008 00:00:00, 	(26-FEB-2025 10:10:05)
13,12/03/2008 00:00:00, 	(26-FEB-2025 10:10:05)
15,12/03/2008 00:00:00, 	(26-FEB-2025 10:10:05)
14,12/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
13,13/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
15,13/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
14,13/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
13,14/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
15,14/03/2008 00:00:00, 	(26-FEB-2025 10:10:06)
