

<<ROLLBACK_START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(21-FEB-2025 10:05:12)
2,197,C,1,25/06/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,254,C,1,19/11/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,207,C,1,15/10/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,33,C,1,25/01/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,33,C,2,01/02/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,34,C,1,29/01/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,34,C,2,28/07/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,238,C,1,04/11/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,35,C,1,24/02/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,36,C,1,01/01/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,36,C,2,01/05/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,36,C,3,21/01/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,36,C,4,01/06/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,37,C,1,01/04/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,198,C,1,21/07/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,198,C,2,24/09/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,220,C,1,23/06/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,257,C,1,18/02/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,233,C,1,18/02/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,279,C,1,17/02/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,193,C,1,17/02/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,109,C,1,16/06/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,192,C,1,16/06/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,38,C,1,30/11/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,38,C,2,01/02/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,222,C,1,07/05/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,39,C,1,09/06/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,40,C,1,17/12/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,40,C,2,05/04/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,41,C,1,28/07/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,234,C,1,02/08/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,263,C,1,25/08/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,273,C,1,03/09/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,206,C,1,01/12/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,204,C,1,20/12/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,42,C,1,30/12/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,42,C,2,06/09/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,201,C,1,25/01/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,235,C,1,31/01/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,276,C,1,12/02/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,196,C,1,02/03/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,223,C,1,24/03/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,1,T,1,01/01/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,1,T,2,01/07/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,1,T,3,01/10/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,43,T,1,01/01/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,1,T,4,25/03/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,1,T,5,25/03/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,29,R,9,23/03/2018 00:00:00, 	(21-FEB-2025 10:05:13)
2,45,R,1,01/12/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,45,R,2,01/12/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,45,R,3,01/06/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,45,R,4,01/11/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,4,R,10,08/03/2007 00:00:00, 	(21-FEB-2025 10:05:13)
2,4,R,11,01/01/2020 00:00:00, 	(21-FEB-2025 10:05:13)
2,4,R,12,01/03/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,29,R,10,01/01/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,29,R,11,01/01/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,29,R,12,01/01/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,4,R,13,01/10/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,53,R,1,31/03/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,46,C,1,29/04/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,46,C,2,01/07/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,47,C,1,29/04/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,47,C,2,29/04/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,48,C,1,29/04/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,231,C,1,12/05/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,29,R,13,13/05/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,49,C,1,14/05/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,50,C,1,24/05/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,50,C,2,01/01/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,51,T,1,20/07/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,52,C,1,08/06/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,52,C,2,08/06/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,52,C,3,08/06/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,52,C,4,28/03/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,272,C,1,25/06/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,255,C,1,27/06/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,53,R,2,01/12/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,224,C,1,01/07/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,117,C,1,13/07/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,117,C,2,28/02/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,54,C,1,14/07/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,54,C,2,28/04/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,55,C,1,16/08/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,56,C,1,24/08/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,57,C,1,26/08/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,58,C,1,06/09/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,59,C,1,13/09/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,60,C,1,01/09/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,60,C,1,01/01/2025 00:00:00, 	(21-FEB-2025 10:05:13)
2,124,C,1,01/12/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,124,T,1,01/10/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,124,T,2,01/03/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,208,C,1,17/10/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,61,C,1,01/05/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,61,T,1,25/10/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,61,T,2,25/11/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,158,C,1,28/02/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,158,C,2,01/03/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,227,C,1,21/11/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,63,C,1,25/11/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,64,C,1,25/11/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,64,C,1,01/05/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,64,C,2,01/05/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,64,T,1,01/09/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,64,T,2,01/10/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,65,C,1,01/12/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,65,C,1,08/12/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,66,C,1,01/05/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,66,C,2,01/05/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,210,C,1,01/08/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,67,C,1,29/03/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,81,C,1,01/03/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,81,T,1,01/03/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,144,C,1,15/04/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,147,C,1,20/12/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,86,C,1,20/07/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,166,T,1,01/09/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,92,C,1,01/03/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,104,C,1,01/02/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,104,C,1,26/02/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,105,C,1,04/01/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,105,C,1,06/01/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,105,C,2,01/07/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,105,C,2,08/07/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,105,C,3,20/12/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,105,C,4,29/02/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,105,C,5,26/07/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,105,C,6,26/07/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,211,T,1,01/01/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,162,C,1,01/12/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,151,C,1,01/07/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,151,C,2,01/07/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,106,C,1,14/06/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,107,C,1,27/01/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,190,C,1,09/02/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,190,C,2,10/02/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,176,C,1,10/02/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,188,C,1,14/03/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,202,C,1,10/07/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,202,C,2,18/07/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,186,C,1,13/04/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,186,T,1,13/04/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,277,C,1,24/04/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,167,C,1,21/04/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,159,T,1,17/05/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,168,R,1,01/06/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,168,R,2,01/06/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,122,C,1,01/06/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,122,C,2,28/02/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,174,C,1,08/03/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,278,C,1,01/01/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,278,C,2,01/09/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,278,C,3,01/09/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,181,C,1,01/01/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,181,T,1,21/11/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,183,C,1,01/10/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,184,C,1,01/10/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,121,C,1,19/01/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,130,C,1,27/06/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,281,C,1,01/10/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,281,C,2,01/01/2025 00:00:00, 	(21-FEB-2025 10:05:13)
2,281,C,3,01/01/2025 00:00:00, 	(21-FEB-2025 10:05:13)
2,281,C,4,01/01/2025 00:00:00, 	(21-FEB-2025 10:05:13)
2,281,C,5,01/01/2025 00:00:00, 	(21-FEB-2025 10:05:13)
2,134,R,1,13/01/2025 00:00:00, 	(21-FEB-2025 10:05:13)
2,2,B,1,11/10/2022 00:00:00, 	(21-FEB-2025 10:05:13)
2,2,B,1,01/01/2003 00:00:00, 	(21-FEB-2025 10:05:13)
2,2,B,2,26/04/2021 00:00:00, 	(21-FEB-2025 10:05:13)
2,2,B,3,01/04/2023 00:00:00, 	(21-FEB-2025 10:05:13)
2,2,B,3,22/06/2024 00:00:00, 	(21-FEB-2025 10:05:13)
2,154,C,1,28/07/2017 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,1,01/05/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,1,16/05/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,2,28/07/2017 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,3,28/07/2017 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,3,16/10/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,4,01/03/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,4,01/05/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,5,01/03/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,6,01/05/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,7,01/06/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,8,01/07/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,9,01/07/2023 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,10,15/02/2024 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,10,01/05/2024 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,C,11,01/04/2024 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,T,1,01/09/2022 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,T,2,01/09/2024 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,T,3,01/09/2024 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,154,T,4,01/01/2025 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)

TOTAL DATA DELETED : ,348,,,, 	(21-FEB-2025 10:05:13)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_PLANT_DTL()>>,,,, 	(21-FEB-2025 10:05:13)
 

<<ROLLBACK_START>>,<<FMS_COUNTERPARTY_BU_DTL()>>,,,, 	(21-FEB-2025 10:05:13)
 
COMPANY_CD,COUNTERPARTY_CD,PLANT_ABBR,ENTITY,SEQ_NO,EFF_DT,TIMESTAMP
2,232,JBB,V,1,1, 	(21-FEB-2025 10:05:13)
2,265,SLPL,H,1,1, 	(21-FEB-2025 10:05:13)
2,264,SSAPL,S,1,01/04/2013 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,300,SGS,S,1,01/04/2007 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,301,JBB,V,1,01/04/2007 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,299,SLPL,H,1,21/01/2016 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,298,BOXCO,H,1,11/08/2014 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)
2,297,JMB,H,1,01/04/2005 00:00:00, 	(21-FEB-2025 10:05:13)	 (Not Deleted)

TOTAL DATA DELETED : ,2,,,, 	(21-FEB-2025 10:05:13)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_BU_DTL()>>,,,, 	(21-FEB-2025 10:05:13)
 

<<ROLLBACK_START>>,<<FMS_ENTITY_CONTACT_MST()>>,,,,,, 	(21-FEB-2025 10:05:13)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY,SEQ_NO,EFF_DT,ADDR_FLAG,TYPE,TIMESTAMP
2,1,C,1,14/09/2008 00:00:00,18,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,1,14/09/2008 00:00:00,18,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,2,14/09/2008 00:00:00,P8,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,3,14/09/2008 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,3,14/09/2008 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,18,14/09/2008 00:00:00,18,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,18,14/09/2008 00:00:00,18,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,28,14/09/2008 00:00:00,R,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,1,18/11/2006 00:00:00,6,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,1,18/11/2006 00:00:00,6,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,1,21/04/2010 00:00:00,6,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,1,21/04/2010 00:00:00,6,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,1,01/08/2023 00:00:00,6,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,1,01/08/2023 00:00:00,6,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,1,01/02/2024 00:00:00,2,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,1,01/02/2024 00:00:00,2,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,2,30/01/2024 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,2,30/01/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,2,01/02/2024 00:00:00,3,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,2,01/02/2024 00:00:00,3,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,4,30/01/2024 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,4,30/01/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,4,01/02/2024 00:00:00,5,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,4,01/02/2024 00:00:00,5,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,5,30/01/2024 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,5,30/01/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,5,01/02/2024 00:00:00,4,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,5,01/02/2024 00:00:00,4,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,6,30/01/2024 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,6,30/01/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,7,18/11/2006 00:00:00,1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,7,18/11/2006 00:00:00,1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,7,30/01/2024 00:00:00,1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,7,30/01/2024 00:00:00,1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,7,01/02/2024 00:00:00,P7,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,7,01/02/2024 00:00:00,P7,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,8,18/11/2006 00:00:00,2,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,8,18/11/2006 00:00:00,2,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,9,18/11/2006 00:00:00,3,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,9,18/11/2006 00:00:00,3,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,10,18/11/2006 00:00:00,4,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,10,18/11/2006 00:00:00,4,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,11,18/11/2006 00:00:00,5,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,11,18/11/2006 00:00:00,5,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,12,18/11/2006 00:00:00,6,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,12,18/11/2006 00:00:00,6,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,12,01/10/2022 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,12,01/10/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,12,01/02/2024 00:00:00,6,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,12,01/02/2024 00:00:00,6,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,54,31/01/2018 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,54,31/01/2018 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,55,31/01/2018 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,55,31/01/2018 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,1,C,59,01/01/2020 00:00:00,P15,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,B,9,01/01/2020 00:00:00,B,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,B,9,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,B,10,01/01/2020 00:00:00,B,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,B,10,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,B,11,01/01/2020 00:00:00,B,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,B,11,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,C,2,16/07/2009 00:00:00,1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,C,2,16/07/2009 00:00:00,1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,C,3,16/07/2009 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,2,C,3,09/05/2022 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,3,C,3,24/03/2005 00:00:00,3,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,3,C,3,24/03/2005 00:00:00,3,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,3,C,3,21/04/2006 00:00:00,3,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,3,C,3,21/04/2006 00:00:00,3,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,3,C,8,24/03/2005 00:00:00,0,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,3,C,8,21/04/2006 00:00:00,0,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,3,C,8,21/04/2010 00:00:00,C,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,18,01/02/2024 00:00:00,P10,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,18,01/02/2024 00:00:00,P10,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,19,01/02/2024 00:00:00,P11,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,19,01/02/2024 00:00:00,P11,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,20,01/02/2024 00:00:00,P10,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,20,01/02/2024 00:00:00,P10,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,21,01/02/2024 00:00:00,P8,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,21,01/02/2024 00:00:00,P8,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,24,01/02/2024 00:00:00,P9,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,24,01/02/2024 00:00:00,P9,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,27,01/02/2024 00:00:00,P8,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,27,01/02/2024 00:00:00,P8,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,28,01/10/2022 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,28,01/10/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,28,01/02/2024 00:00:00,P7,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,28,01/02/2024 00:00:00,P7,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,29,01/02/2024 00:00:00,P12,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,5,C,29,01/02/2024 00:00:00,P12,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
