

<<ROLLBACK_START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(21-FEB-2025 10:05:12)
com.etrm.fms.migration.Master_SEIPL_Data_RollBack.init(Master_SEIPL_Data_RollBack.java:175)
**************************************************

<<FUNCTION FMS_ENTITY_SERVICE_TAX_DTL() ENDED WITH ERRORS>>


<<ROLLBACK_START>>,<<FMS_ENTITY_BU_SVC_TAX_DTL()>>,,,,,, 	(21-FEB-2025 10:05:15)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY,PLANT_SEQ_NO,INVOICE_TYPE,EFF_DT,BU_UNIT,TIMESTAMP

TOTAL DATA DELETED : ,0,,,,,, 	(21-FEB-2025 10:05:15)
 

<<ROLLBACK_END>>,<<FMS_ENTITY_BU_SVC_TAX_DTL()>>,,,,,, 	(21-FEB-2025 10:05:15)
 
