

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(08-APR-2025 13:01:06)
2,51, 0, 0,825095, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825095, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825095, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825095, 1,I, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825018, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825018, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,1, 0, 0,825018, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825018, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825018, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825018, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825018, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,51, 0, 0,825097, 0,I, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825020, 4,D, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825020, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825020, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825020, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825020, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825020, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825020, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825098, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825126, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,20, 0, 0,825106, 2,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825126, 5,D, 	(08-APR-2025 13:01:09)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 13:01:09)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825126, 5,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,20, 0, 0,825106, 2,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 13:01:09)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825128, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825126, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825126, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 13:01:09)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 13:01:09)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:09)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,51, 0, 0,825100, 1,I, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825106, 2,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,20, 0, 0,825106, 2,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,20, 0, 0,825107, 1,T, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825023, 4,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,20, 0, 0,825106, 2,D, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825106, 2,D, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825106, 2,D, 	(08-APR-2025 13:01:09)
2,51, 0, 0,825101, 2,I, 	(08-APR-2025 13:01:09)
2,, , ,, ,, 	(08-APR-2025 13:01:09)	 (Not Inserted)
2,154, 0, 0,825129, 5,D, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:09)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:09)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:10)
2,, , ,, ,, 	(08-APR-2025 13:01:10)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,, , ,, ,, 	(08-APR-2025 13:01:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:10)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:10)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:10)
2,51, 0, 0,825099, 1,I, 	(08-APR-2025 13:01:10)
2,51, 0, 0,825099, 1,I, 	(08-APR-2025 13:01:10)
2,51, 0, 0,825099, 1,I, 	(08-APR-2025 13:01:10)
2,, , ,, ,, 	(08-APR-2025 13:01:10)	 (Not Inserted)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 13:01:10)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:10)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:10)
2,51, 0, 0,825099, 1,I, 	(08-APR-2025 13:01:10)
2,51, 0, 0,825099, 1,I, 	(08-APR-2025 13:01:10)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 13:01:10)
2,, , ,, ,, 	(08-APR-2025 13:01:10)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:10)	 (Not Inserted)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825125, 5,D, 	(08-APR-2025 13:01:10)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:10)
2,1, 0, 0,825023, 4,D, 	(08-APR-2025 13:01:10)
2,51, 0, 0,825101, 2,I, 	(08-APR-2025 13:01:10)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,154, 0, 0,825129, 5,D, 	(08-APR-2025 13:01:11)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:11)
2,1, 0, 0,825023, 4,D, 	(08-APR-2025 13:01:11)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,51, 0, 0,825101, 2,I, 	(08-APR-2025 13:01:11)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,154, 0, 0,825127, 5,D, 	(08-APR-2025 13:01:11)
2,154, 0, 0,825129, 5,D, 	(08-APR-2025 13:01:11)
2,1, 0, 0,825023, 4,D, 	(08-APR-2025 13:01:11)
2,51, 0, 0,825101, 2,I, 	(08-APR-2025 13:01:11)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,1, 0, 0,825023, 4,D, 	(08-APR-2025 13:01:11)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,154, 0, 0,825126, 5,D, 	(08-APR-2025 13:01:11)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:11)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:11)
2,51, 0, 0,825100, 1,I, 	(08-APR-2025 13:01:11)
2,51, 0, 0,825100, 1,I, 	(08-APR-2025 13:01:11)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 13:01:11)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 13:01:11)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 13:01:11)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 13:01:11)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 13:01:11)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:11)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 13:01:11)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:11)	 (Not Inserted)
2,51, 0, 0,825101, 2,I, 	(08-APR-2025 13:01:11)
