

<<START>>,<<FMS_SECURITY_MST>>,,,, 	(19-MAY-2025 12:07:29)
2, 116,  M , ,  0 , N, 710100, 0,7009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7010, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7011, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7013, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7014, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7015, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7016, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7017, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7018, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7021, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7025, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7026, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7027, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7028, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,7029, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8003, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8004, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8005, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8006, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8008, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8010, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8011, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8012, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8016, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8018, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8020, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8022, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8023, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8024, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 710100, 0,8027, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 721016, 0,21014, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 721016, 0,21016, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 721016, 0,21017, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 721016, 0,21018, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 721016, 0,21023, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 722003, 0,22002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 116,  M , ,  0 , N, 722003, 0,22013, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,8029, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,8030, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9006, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9008, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9010, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9015, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9019, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9020, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,9022, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,10001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,10003, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,10006, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,10007, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 710100, 0,10008, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 711011, 0,10011, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 711011, 0,10012, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 711011, 0,11001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 711011, 0,11003, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 711011, 0,11004, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 711011, 0,11005, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 711011, 0,11007, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 714009, 0,14001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 714009, 0,14002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 714009, 0,14003, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 714009, 0,14004, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 714009, 0,14005, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 714009, 0,14006, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 714009, 0,14007, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 714009, 0,14008, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 715003, 0,14009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 715003, 0,14009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 715003, 0,14009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 715003, 0,14009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 715003, 0,14009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 715003, 0,14009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 715003, 0,15001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 716002, 0,16001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 717002, 0,17001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19003, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19004, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19005, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19006, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19007, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19008, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19010, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19011, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19012, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19013, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19014, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 719016, 0,19015, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19016, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19017, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19018, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19020, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19019, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19021, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19022, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19023, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19024, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19025, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19026, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19027, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19027, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19028, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19028, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19029, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,19030, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20003, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20005, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20007, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20010, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20011, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20012, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20013, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20013, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20013, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20013, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20014, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20015, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20016, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20017, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20018, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 720031, 0,20019, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,20022, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,20022, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,20022, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21003, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21004, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21007, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21007, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21010, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 256,  M , ,  0 , N, 721016, 0,21013, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 0,  M , ,  0 , N, 710100, 0,7030, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 0,  M , ,  0 , N, 710100, 0,7031, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 0,  M , ,  0 , N, 710100, 0,8031, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 0,  M , ,  0 , N, 711011, 0,10010, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 268,  M , ,  0 , N, 720031, 0,20004, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 268,  M , ,  0 , N, 720031, 0,20009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 268,  M , ,  0 , N, 721016, 0,20020, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 268,  M , ,  0 , N, 721016, 0,20021, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 268,  M , ,  0 , N, 721016, 0,21005, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 268,  M , ,  0 , N, 721016, 0,21005, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 152,  M , ,  0 , N, 721016, 0,21001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 152,  M , ,  0 , N, 721016, 0,21015, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 1,  M , ,  0 , N, 721016, 0,21006, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 0,  M , ,  0 , N, 721016, 0,21012, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 0,  M , ,  0 , N, 721016, 0,21024, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 0,  M , ,  0 , N, 721016, 0,21025, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23007, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23010, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23011, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23014, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23022, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23023, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23026, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23032, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23032, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 723010, 0,23037, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 724006, 0,24002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 724006, 0,24002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 724006, 0,24002, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 724006, 0,24004, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 724006, 0,24008, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 724006, 0,24009, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 724006, 0,24013, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 725003, 0,25001, 	(19-MAY-2025 12:07:49)	 (Not Inserted)
2, 110,  M , ,  0 , N, 725003, 0,25003, 	(19-MAY-2025 12:07:49)	 (Not Inserted)

TOTAL DATA IN EXCEL : 250 	(19-MAY-2025 12:07:49)
 

TOTAL DATA INSERTED : 0 	(19-MAY-2025 12:07:49)
 

TOTAL SKIPPED DATA 250 	(19-MAY-2025 12:07:49)
 
<<END>><<FMS_TRADER_CN_MST>> 	(19-MAY-2025 12:07:49)
 

<<START>>,<<FMS_TRADER_CONT_PLANT1>>, 	(19-MAY-2025 12:07:49)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(19-MAY-2025 12:07:49)
 

TOTAL DATA IN EXCEL : ,0, 	(19-MAY-2025 12:07:49)
 

TOTAL DATA INSERTED : ,0, 	(19-MAY-2025 12:07:49)
 

TOTAL SKIPPED DATA ,201, 	(19-MAY-2025 12:07:49)
 
<<END>>,<<FMS_TRADER_CONT_PLANT1>>,,,, 	(19-MAY-2025 12:07:49)
 

<<START>>,<<FMS_TRADER_CONT_BU1>>, 	(19-MAY-2025 12:07:49)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(19-MAY-2025 12:07:49)
 

TOTAL DATA IN EXCEL : ,0, 	(19-MAY-2025 12:07:49)
 

TOTAL DATA INSERTED : ,0, 	(19-MAY-2025 12:07:49)
 

TOTAL SKIPPED DATA ,201, 	(19-MAY-2025 12:07:49)
 
<<END>>,<<FMS_TRADER_CONT_BU1>>, 	(19-MAY-2025 12:07:49)
 
