

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 11:37:06)
278 , SEMTEXP,01/04/2023 00:00:00, 	(28-FEB-2025 11:37:06)
108 , GRINDUS,05/07/2023 00:00:00, 	(28-FEB-2025 11:37:06)
161 , ATCATMO,16/08/2023 00:00:00, 	(28-FEB-2025 11:37:06)
 , POSCO MAHA,29/08/2023 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
181 , SANENER,21/09/2023 00:00:00, 	(28-FEB-2025 11:37:06)
183 , SUMGLAS,27/09/2023 00:00:00, 	(28-FEB-2025 11:37:06)
184 , SVTPLIN,28/09/2023 00:00:00, 	(28-FEB-2025 11:37:06)
112 , SPSSETL1,02/10/2023 00:00:00, 	(28-FEB-2025 11:37:06)
170 , INPOWGL,04/10/2023 00:00:00, 	(28-FEB-2025 11:37:06)
179 , PRPWCRP,05/10/2023 00:00:00, 	(28-FEB-2025 11:37:06)
113 , SIETCO,11/10/2023 00:00:00, 	(28-FEB-2025 11:37:06)
171 , INVPTRO,24/10/2023 00:00:00, 	(28-FEB-2025 11:37:06)
172 , JINDAST,15/12/2023 00:00:00, 	(28-FEB-2025 11:37:06)
123 , AVGL,20/12/2023 00:00:00, 	(28-FEB-2025 11:37:06)
 , MIZGURB,04/01/2024 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
121 , NGPL,19/01/2024 00:00:00, 	(28-FEB-2025 11:37:06)
115 , SILS,21/02/2024 00:00:00, 	(28-FEB-2025 11:37:06)
114 , STASCO,14/02/2024 00:00:00, 	(28-FEB-2025 11:37:06)
119 , ROCKIND,23/02/2024 00:00:00, 	(28-FEB-2025 11:37:06)
177 , NIRMARM,11/03/2024 00:00:00, 	(28-FEB-2025 11:37:06)
175 , MEDCIGA,03/04/2024 00:00:00, 	(28-FEB-2025 11:37:06)
118 , LANCOKO,05/04/2024 00:00:00, 	(28-FEB-2025 11:37:06)
130 , CRMNDEL,01/07/2024 00:00:00, 	(28-FEB-2025 11:37:06)
132 , VERBINL,23/07/2024 00:00:00, 	(28-FEB-2025 11:37:06)
215 , EASTPDC,06/08/2024 00:00:00, 	(28-FEB-2025 11:37:06)
205 , CELLOCP,07/10/2024 00:00:00, 	(28-FEB-2025 11:37:06)
271 , TRIVRPL,07/10/2024 00:00:00, 	(28-FEB-2025 11:37:06)
281 , SEIPLDY,01/10/2024 00:00:00, 	(28-FEB-2025 11:37:06)
237 , LLOYMEN,13/01/2025 00:00:00, 	(28-FEB-2025 11:37:06)
134 , GSINLIM,13/01/2025 00:00:00, 	(28-FEB-2025 11:37:06)
 , JMB,01/04/2005 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
 , BOXCO,11/08/2014 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 11:37:06)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 11:37:06)	 (Not Inserted)
232 , JBB,01/04/2007 00:00:00, 	(28-FEB-2025 11:37:06)
126 , SGSINDIA,01/04/2007 00:00:00, 	(28-FEB-2025 11:37:06)
232 , JBB,25/01/2008 00:00:00, 	(28-FEB-2025 11:37:06)
264 , SSAPL,01/04/2013 00:00:00, 	(28-FEB-2025 11:37:06)

TOTAL DATA IN EXCEL :,358,, 	(28-FEB-2025 11:37:06)
 

TOTAL DATA INSERTED : ,283,, 	(28-FEB-2025 11:37:06)
 

TOTAL SKIPPED DATA ,75,, 	(28-FEB-2025 11:37:06)
 
<<END>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 11:37:06)
 
