

<<START>>,<<FMS_TRUCK_DRIVER_LINK>>,,, 	(28-MAY-2025 11:31:18)
 
ENT_PROFILE,TRUCK_CD,DRIVER_CD,EFF_DT,TIMESTAMP,
2,59,129,01/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,123,,04/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)	 (Not Inserted)
2,59,133,07/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,117,09/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,217,12/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,42,,14/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)	 (Not Inserted)
2,59,117,14/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,117,15/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,65,77,17/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,217,17/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,117,18/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,217,19/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,117,21/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,116,23/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,217,26/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,59,217,26/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)	 (Not Inserted)
2,123,,28/02/2025 00:00:00, 	(28-MAY-2025 11:31:19)	 (Not Inserted)
2,38,12,01/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,14,11,03/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,30,206,03/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,38,108,04/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,38,148,04/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,34,30,15/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,127,24,20/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,108,25,24/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,65,77,25/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,35,98,25/03/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,120,86,02/04/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,120,74,02/04/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,65,100,06/04/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,65,100,06/04/2025 00:00:00, 	(28-MAY-2025 11:31:19)	 (Not Inserted)
2,120,197,06/04/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,40,10,07/04/2025 00:00:00, 	(28-MAY-2025 11:31:19)
2,54,161,22/05/2025 11:17:05, 	(28-MAY-2025 11:31:19)
2,84,216,22/05/2025 11:21:02, 	(28-MAY-2025 11:31:19)

TOTAL DATA IN EXCEL : ,1102,,, 	(28-MAY-2025 11:31:19)
 

TOTAL DATA INSERTED : ,1032,,, 	(28-MAY-2025 11:31:19)
 

TOTAL SKIPPED DATA ,70,,, 	(28-MAY-2025 11:31:19)
 
<<END>>,<<FMS_TRUCK_DRIVER_LINK>>,,, 	(28-MAY-2025 11:31:19)
 

<<START>>,<<FMS_LINK_CHECKPOST_PLANT>>,,,,, 	(28-MAY-2025 11:31:51)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY_TYPE,PLANT_SEQ_NO,CHKPOST_CD,EFF_DT,TIMESTAMP,
2,276,C,'1' , 41,16/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,207,C,'1' , 41,16/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,16/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,277,C,'1' , 41,21/07/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,202,C,'1' , 7,22/07/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,28/07/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,277,C,'1' , 41,28/07/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,198,C,'1' , 40,05/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,234,C,'1' , 41,11/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,198,C,'1' , 40,01/10/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,20/10/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,198,C,'1' , 40,10/12/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,27/12/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,13/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,234,C,'1' , 41,09/08/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 41,01/09/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,208,C,'1' , 41,17/10/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,201,C,'1' , 40,02/11/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,10/02/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'2' , 7,10/02/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,190,C,'1' , 7,10/02/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,05/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,10/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,234,C,'1' , 41,30/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,19/04/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,09/05/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,16/05/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,01/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,01/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 4,07/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,198,C,'1' , 40,07/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,07/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,234,C,'1' , 41,10/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,10/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,10/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,15/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,10/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,202,C,'2' , 7,01/11/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,19/12/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,234,C,'1' , 41,01/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,01/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,21,C,'5' , 41,01/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 41,01/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,01/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,263,C,'1' , 40,01/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,234,C,'1' , 41,01/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,01/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,21,C,'3' , 41,01/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)	 (Not Inserted)
2,206,C,'1' , 41,01/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,206,C,'1' , 41,01/07/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)	 (Not Inserted)
2,197,C,'1' , 40,16/08/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,255,C,'1' , 40,01/10/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,263,C,'1' , 40,04/10/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,01/01/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,263,C,'1' , 40,01/01/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,263,C,'1' , 40,09/02/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,190,C,'2' , 7,10/02/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)	 (Not Inserted)
2,47,C,'1' , 18,21/02/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,25/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,238,C,'1' , 41,01/04/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,52,C,'4' , 41,01/04/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,167,C,'1' , 7,22/04/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,277,C,'1' , 41,01/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,01/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,238,C,'1' , 41,01/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,09/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,11/12/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,198,C,'1' , 40,26/01/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 41,01/09/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)	 (Not Inserted)
2,263,C,'1' , 40,01/09/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,27/09/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,01/11/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,263,C,'1' , 40,01/11/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,208,C,'1' , 41,16/11/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,227,C,'1' , 40,28/11/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,234,C,'1' , 41,16/11/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,03/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'2' , 7,03/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,188,C,'1' , 41,15/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,190,C,'1' , 7,15/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,190,C,'2' , 7,15/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)	 (Not Inserted)
2,21,C,'3' , 41,17/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'2' , 7,01/06/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,01/07/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,188,C,'1' , 41,09/07/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,277,C,'1' , 41,10/07/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,14/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'2' , 40,14/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,210,C,'1' , 41,23/08/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,29/11/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,210,C,'1' , 41,02/01/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,12/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,198,C,'1' , 40,20/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,263,C,'1' , 40,01/12/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,01/12/2022 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,01/02/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 41,01/04/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,190,C,'1' , 7,01/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,190,C,'2' , 7,01/03/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)	 (Not Inserted)
2,220,C,'1' , 41,06/09/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,17/09/2023 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,234,C,'1' , 41,19/01/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,22/01/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,202,C,'1' , 40,05/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,198,C,'1' , 41,15/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 41,17/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,17/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,17/02/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,151,C,'1' , 7,03/03/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,05/03/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,52,C,'4' , 41,07/03/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,09/04/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,202,C,'1' , 40,25/04/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,08/07/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,198,C,'1' , 40,07/07/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,07/08/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,01/08/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,13/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,21,C,'3' , 41,18/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 40,18/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,18/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,09/10/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,09/10/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,151,C,'2' , 41,08/01/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 2,01/01/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,174,C,'1' , 41,14/01/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,13/01/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,10/03/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,210,C,'1' , 41,01/10/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,210,C,'1' , 41,13/12/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,01/03/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,01/03/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,23/03/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,,C,'1' , 41,25/03/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)	 (Not Inserted)
2,276,C,'1' , 41,01/04/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,17/04/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 41,20/04/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,277,C,'1' , 41,25/04/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,277,C,'1' , 41,25/04/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)	 (Not Inserted)
2,33,C,'1' , 4,04/07/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,04/07/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,25/07/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,151,C,'2' , 41,19/12/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,188,C,'1' , 41,14/03/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,33,C,'1' , 4,20/03/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,174,C,'1' , 41,15/03/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,210,C,'1' , 41,22/03/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,277,C,'1' , 41,01/04/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,01/04/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,52,C,'4' , 41,01/04/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,25/05/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,20/06/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,03/07/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 41,17/07/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 41,20/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,21/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,210,C,'1' , 41,23/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,198,C,'2' , 41,25/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,197,C,'1' , 40,27/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,150,C,'1' , 41,28/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,202,C,'2' , 40,29/09/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,220,C,'1' , 41,01/10/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,202,C,'1' , 40,24/10/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,151,C,'2' , 41,25/10/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,210,C,'1' , 41,15/11/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,34,C,'1' , 41,15/11/2024 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,276,C,'1' , 41,04/02/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)
2,47,C,'1' , 18,07/04/2025 00:00:00 ,  	(28-MAY-2025 11:31:51)

TOTAL DATA IN EXCEL : ,168,,,,, 	(28-MAY-2025 11:31:51)
 

TOTAL DATA INSERTED : ,160,,,,, 	(28-MAY-2025 11:31:51)
 

TOTAL SKIPPED DATA ,8,,,,, 	(28-MAY-2025 11:31:51)
 
<<END>>,<<FMS_LINK_CHECKPOST_PLANT>>,,,,, 	(28-MAY-2025 11:31:51)
 
