

<<START>>,<<FMS_COUNTERPARTY_MST_Update_IGX>>,, 	(24-JUN-2025 16:45:16)
 
CD,ABBR,IGX,TIMESTAMP
132 , VERBINL,N, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
215 , EASTPDC,N, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
205 , CELLOCP,N, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
271 , TRIVRPL,N, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
281 , SEIPLDY,Y, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
237 , LLOYMEN,N, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
134 , GSINLIM,N, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , JMB,null, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , BOXCO,null, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
265 , SLPL,null, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
265 , SLPL,null, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
232 , JBB,null, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
126 , SGSINDIA,null, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
232 , JBB,null, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
264 , SSAPL,null, 	(24-JUN-2025 16:45:16)	 (Not Inserted)

TOTAL DATA IN EXCEL :,358,, 	(24-JUN-2025 16:45:16)
 

TOTAL DATA INSERTED : ,16,, 	(24-JUN-2025 16:45:16)
 

TOTAL SKIPPED DATA ,342,, 	(24-JUN-2025 16:45:16)
 
<<END>>,<<FMS_COUNTERPARTY_MST_Update_IGX>>,, 	(24-JUN-2025 16:45:16)
 

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(24-JUN-2025 16:45:16)
 
CD,ABBR,EFF_DT,TIMESTAMP
1 , RIL,14/09/2008 00:00:00, 	(24-JUN-2025 16:45:16)
2 , MGL,16/07/2009 00:00:00, 	(24-JUN-2025 16:45:16)
3 , GSPCL,24/03/2005 00:00:00, 	(24-JUN-2025 16:45:16)
4 , Gail,08/03/2007 00:00:00, 	(24-JUN-2025 16:45:16)
 , BPL,09/04/2010 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , BPL,09/12/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , EPL,09/04/2010 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , EPL,09/12/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
217 , ESL,01/04/2006 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
217 , ESL,09/12/2022 00:00:00, 	(24-JUN-2025 16:45:16)
5 , NTPC,01/06/2006 00:00:00, 	(24-JUN-2025 16:45:16)
6 , KRIBHCO,05/12/2007 00:00:00, 	(24-JUN-2025 16:45:16)
7 , DFPCL,03/12/2007 00:00:00, 	(24-JUN-2025 16:45:16)
8 , AIGL,22/07/2009 00:00:00, 	(24-JUN-2025 16:45:16)
218 , ESEZ,04/04/2008 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
32 , KFL,20/12/2007 00:00:00, 	(24-JUN-2025 16:45:16)
242 , MAHAGENCO,16/04/2008 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
249 , NPL,28/02/2008 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
9 , SIGIL,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
9 , SIGIL,01/04/2009 00:00:00, 	(24-JUN-2025 16:45:16)
225 , VIL,12/12/2007 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , VSIL,23/05/2009 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
10 , GGCL,11/05/2012 00:00:00, 	(24-JUN-2025 16:45:16)
11 , TPL,04/08/2012 00:00:00, 	(24-JUN-2025 16:45:16)
280 , WMSL,31/05/2011 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
12 , MNGL,20/06/2013 00:00:00, 	(24-JUN-2025 16:45:16)
13 , IGL,04/02/2011 00:00:00, 	(24-JUN-2025 16:45:16)
14 , BPCL,24/07/2014 00:00:00, 	(24-JUN-2025 16:45:16)
269 , TEL,06/08/2014 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
15 , HPCL,17/11/2010 00:00:00, 	(24-JUN-2025 16:45:16)
16 , JSW,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
16 , JSW,25/11/2014 00:00:00, 	(24-JUN-2025 16:45:16)
17 , BGL,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
17 , BGL,28/07/2016 00:00:00, 	(24-JUN-2025 16:45:16)
18 , GSFC,14/03/2016 00:00:00, 	(24-JUN-2025 16:45:16)
228 , H-Energy,14/11/2016 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
160 , SIMPL,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
160 , SIMPL,14/11/2016 00:00:00, 	(24-JUN-2025 16:45:16)
19 , ATGL,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
19 , ATGL,13/01/2017 00:00:00, 	(24-JUN-2025 16:45:16)
20 , AMNS,26/08/2006 00:00:00, 	(24-JUN-2025 16:45:16)
154 , SEMTPL,28/07/2017 00:00:00, 	(24-JUN-2025 16:45:16)
21 , SGIPL,28/11/2017 00:00:00, 	(24-JUN-2025 16:45:16)
22 , VGL,03/07/2019 00:00:00, 	(24-JUN-2025 16:45:16)
23 , PGPGPL,28/04/2021 00:00:00, 	(24-JUN-2025 16:45:16)
23 , PGPGPL,01/04/2021 00:00:00, 	(24-JUN-2025 16:45:16)
23 , PGPGPL,04/10/2019 00:00:00, 	(24-JUN-2025 16:45:16)
24 , HCG,02/12/2019 00:00:00, 	(24-JUN-2025 16:45:16)
25 , GGL,09/12/2019 00:00:00, 	(24-JUN-2025 16:45:16)
26 , CFC,01/01/2020 00:00:00, 	(24-JUN-2025 16:45:16)
27 , IFFCO,01/01/2020 00:00:00, 	(24-JUN-2025 16:45:16)
28 , HGL-RLNG,01/02/2020 00:00:00, 	(24-JUN-2025 16:45:16)
29 , PipeInfra,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
29 , PipeInfra,01/01/2020 00:00:00, 	(24-JUN-2025 16:45:16)
30 , NFL,01/05/2020 00:00:00, 	(24-JUN-2025 16:45:16)
31 , HSIL,01/05/2020 00:00:00, 	(24-JUN-2025 16:45:16)
49 , VVF India,01/05/2020 00:00:00, 	(24-JUN-2025 16:45:16)
49 , VVF India,14/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)
32 , KFL,23/07/2020 00:00:00, 	(24-JUN-2025 16:45:16)
197 , BIL,25/06/2020 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
254 , RIPL,19/11/2020 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
207 , CP,15/10/2020 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
150 , HALHFGL,26/10/2020 00:00:00, 	(24-JUN-2025 16:45:16)
187 , VIDUWIL,01/01/2021 00:00:00, 	(24-JUN-2025 16:45:16)
33 , AGP CGD,25/01/2021 00:00:00, 	(24-JUN-2025 16:45:16)
34 , MINDA,29/01/2021 00:00:00, 	(24-JUN-2025 16:45:16)
238 , LEIPL,04/11/2020 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
35 , SCHOTT,24/02/2020 00:00:00, 	(24-JUN-2025 16:45:16)
36 , HIL,01/01/2021 00:00:00, 	(24-JUN-2025 16:45:16)
37 , HCGD-B,01/04/2021 00:00:00, 	(24-JUN-2025 16:45:16)
198 , BIPL,21/07/2020 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
220 , EXXARO,23/06/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
220 , EXXARO,29/05/2021 00:00:00, 	(24-JUN-2025 16:45:16)
257 , STVPL,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
257 , STVPL,18/02/2021 00:00:00, 	(24-JUN-2025 16:45:16)
233 , JGPL,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
233 , JGPL,18/02/2021 00:00:00, 	(24-JUN-2025 16:45:16)
279 , WALLCERA,17/02/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
193 , ASTIS,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
193 , ASTIS,17/02/2021 00:00:00, 	(24-JUN-2025 16:45:16)
109 , PROTON,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
109 , PROTON,16/06/2021 00:00:00, 	(24-JUN-2025 16:45:16)
109 , PROTON,16/02/2021 00:00:00, 	(24-JUN-2025 16:45:16)
192 , ANTIQUE,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
192 , ANTIQUE,16/06/2021 00:00:00, 	(24-JUN-2025 16:45:16)
192 , ANTIQUE,16/02/2021 00:00:00, 	(24-JUN-2025 16:45:16)
149 , ACEGRAL,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
149 , ACEGRAL,16/06/2021 00:00:00, 	(24-JUN-2025 16:45:16)
149 , ACEGRAL,16/02/2021 00:00:00, 	(24-JUN-2025 16:45:16)
38 , KAJARIA,30/11/2020 00:00:00, 	(24-JUN-2025 16:45:16)
222 , GASGROWS,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
222 , GASGROWS,07/05/2020 00:00:00, 	(24-JUN-2025 16:45:16)
39 , SISECAM,09/06/2021 00:00:00, 	(24-JUN-2025 16:45:16)
40 , ATPL,17/12/2020 00:00:00, 	(24-JUN-2025 16:45:16)
41 , OPAL,28/07/2021 00:00:00, 	(24-JUN-2025 16:45:16)
234 , JKPAPER,02/08/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
263 , STL,25/08/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
273 , UEPL,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
273 , UEPL,03/09/2021 00:00:00, 	(24-JUN-2025 16:45:16)
206 , CELLO,01/12/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
204 , CALDERYS,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
204 , CALDERYS,20/12/2021 00:00:00, 	(24-JUN-2025 16:45:16)
42 , RCF,30/12/2021 00:00:00, 	(24-JUN-2025 16:45:16)
201 , BWRL,25/01/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
235 , KRYO,11/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
235 , KRYO,31/01/2022 00:00:00, 	(24-JUN-2025 16:45:16)
276 , VIRGO,12/02/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
196 , BLPL,02/03/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
223 , GIPSKARTON,24/03/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
270 , TGPL,27/04/2005 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
116 , SELNG,29/04/2005 00:00:00, 	(24-JUN-2025 16:45:16)
256 , SITME,20/10/2008 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , DT,01/04/2005 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
268 , ThirdParty,01/03/2012 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
152 , GUNSPL,10/02/2021 00:00:00, 	(24-JUN-2025 16:45:16)
 , RIL-D6,01/01/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
43 , BP,01/01/2021 00:00:00, 	(24-JUN-2025 16:45:16)
20 , AMNS,01/01/2019 00:00:00, 	(24-JUN-2025 16:45:16)
20 , AMNS,14/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)
 , RIL-CBM,25/03/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
226 , HPPL,01/07/2017 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PIL-Haz,23/03/2018 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PIL-Haz,28/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
45 , GSPL,21/04/2006 00:00:00, 	(24-JUN-2025 16:45:16)
 , GAIL-Haz,08/03/2007 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , GAIL-Haz,14/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PLLD,01/01/2020 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PLLD,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , D6Gadimoga,01/03/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , D6Gadimoga,14/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PANKGA,01/01/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PANKGA,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PMSKGA,01/01/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PMSKGA,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PBHDGS,01/01/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PBHDGS,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PURCHASE-T,01/10/2021 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PURCHASE-T,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PARK-ANK,01/02/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PARK-ANK,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PHUCBM,31/03/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PHUCBM,14/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PARK-MSK,19/04/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PARK-MSK,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PARK-BHD,19/04/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PARK-BHD,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PARKPHUCBM,19/04/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PARKPHUCBM,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
46 , TGLPL,29/04/2022 00:00:00, 	(24-JUN-2025 16:45:16)
47 , TGBPL,29/04/2022 00:00:00, 	(24-JUN-2025 16:45:16)
48 , BGEPL,29/04/2022 00:00:00, 	(24-JUN-2025 16:45:16)
231 , IMCL,12/05/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PMSKP,13/05/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , PMSKP,27/06/2023 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
49 , VVF India,14/05/2022 00:00:00, 	(24-JUN-2025 16:45:16)
50 , GNFC,24/05/2022 00:00:00, 	(24-JUN-2025 16:45:16)
140 , MEGHHQX,02/06/2022 00:00:00, 	(24-JUN-2025 16:45:16)
51 , ONGC,07/06/2022 00:00:00, 	(24-JUN-2025 16:45:16)
52 , GLIL,07/06/2022 00:00:00, 	(24-JUN-2025 16:45:16)
272 , UGEL,09/06/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
255 , SGI-AP,27/06/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , IGX,29/06/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , IGX,30/06/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , IGX,14/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , IGX,29/06/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
53 , RGPL,29/06/2022 00:00:00, 	(24-JUN-2025 16:45:16)
224 , GTIPL,01/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , GSPL-C,12/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
 , GSPL-C,12/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)	 (Not Inserted)
117 , PEPL,13/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)
54 , GFCL,14/07/2022 00:00:00, 	(24-JUN-2025 16:45:16)
157 , DEEPENER,16/08/2022 00:00:00, 	(24-JUN-2025 16:45:16)
55 , CPL,16/08/2022 00:00:00, 	(24-JUN-2025 16:45:16)
56 , IRM,07/12/2022 00:00:00, 	(24-JUN-2025 16:45:16)
56 , IRM,24/08/2022 00:00:00, 	(24-JUN-2025 16:45:16)
57 , PPL,26/08/2022 00:00:00, 	(24-JUN-2025 16:45:16)
58 , YARALTD,06/09/2022 00:00:00, 	(24-JUN-2025 16:45:16)
59 , INPEROX,13/09/2022 00:00:00, 	(24-JUN-2025 16:45:16)
60 , RAFECHL,28/09/2022 00:00:00, 	(24-JUN-2025 16:45:16)
124 , MGRPL,07/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
124 , MGRPL,01/10/2022 00:00:00, 	(24-JUN-2025 16:45:16)
208 , CNTENKA,17/10/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
61 , EFSPL,25/10/2022 00:00:00, 	(24-JUN-2025 16:45:17)
62 , WELSMEL,16/11/2022 00:00:00, 	(24-JUN-2025 16:45:17)
158 , HINDURV,17/11/2022 00:00:00, 	(24-JUN-2025 16:45:17)
 , DONOTUSE,21/11/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
 , DONOTUSE,21/11/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
 , DONOTUSE,17/11/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
 , DONOTUSE,21/11/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
227 , HCGPUTE,18/11/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
63 , GOAGLSF,25/11/2022 00:00:00, 	(24-JUN-2025 16:45:17)
64 , IGSPL,16/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
64 , IGSPL,25/11/2022 00:00:00, 	(24-JUN-2025 16:45:17)
 , ELAWPRC,02/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
65 , PEFORCV,08/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
 , AARVKRO,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
189 , ACOVIED,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
191 , ANTIQAC,15/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
191 , ANTIQAC,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
141 , ASIANPL,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
194 , AVLCRMC,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
195 , AXWELLG,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
199 , BEGLASS,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
200 , BHRTFRG,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
66 , BHEL,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
203 , BICELLO,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
143 , CAPAROE,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
209 , CLVTPVL,12/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
210 , COMFIND,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
67 , DCMSHRI,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
138 , DEENOVK,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
212 , DHARLTD,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
213 , DURAVIT,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
214 , DURZGRA,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
216 , ERACLTD,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
219 , EURILTD,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
221 , FIORGPL,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
68 , GAMALTD,13/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
69 , GFLLTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
70 , GMRLTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
71 , GOCOPRL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
111 , GLDIDLI,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
72 , GJALCHEM,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
73 , GUJASZR,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
74 , GUJAGAS,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
75 , JOHNTBK,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
76 , HARYCIT,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
77 , HCGKCEP,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
78 , HEGLPWN,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
79 , HEROMO,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
80 , HICOTED,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
81 , HOECLTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
82 , HINZINC,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
144 , HINAGIL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
83 , HINSPEC,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
229 , HOLLFIE,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
84 , HNDMTRS,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
147 , HPOIGAS,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
230 , ICONGLTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
148 , INDOLPL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
85 , GASJIND,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
236 , LEXGRAN,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
239 , LOCEPRI,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
240 , LORVTPL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
241 , LUMGLAP,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
86 , MANIKAR,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
87 , MARUTIS,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
243 , MAXGLTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
244 , LLPMILL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
245 , LTDMILG,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
246 , MILVITL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
88 , MINDLTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
89 , MMPINDL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
247 , MOINLIM,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
248 , MOSPLTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
90 , NAGAFCL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
91 , NARMADA,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
166 , ESSAREX,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
92 , NEL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
250 , OWECORN,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
93 , PETNETLNG,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
94 , PRISM,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
252 , QUCELTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
253 , RAMALIM,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
 , RANDSIN,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
139 , SASANPO,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
95 , SENTOVI,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
96 , SHOLAGA,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
97 , SHREELI,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
258 , SIVPLTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
259 , SIYARAM,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
260 , SIYALIM,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
261 , SOLIMIC,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
262 , SPARVIT,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
98 , SRAVANT,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
142 , SGIPLTD,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
266 , TAURLES,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
267 , TTRPKPR,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
99 , THERLIM,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
100 , THGBGPL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
145 , THYESTP,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
101 , TORRAUI,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
274 , VARGRAN,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
275 , VENIRAM,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)	 (Not Inserted)
102 , VITOLAPL,14/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
103 , IOCL,16/12/2022 00:00:00, 	(24-JUN-2025 16:45:17)
