

<<START>>,<<FMS_SUPPLY_BILLING_DTL>>,, 	(13-MAY-2025 10:47:00)
GAILGAS,122,X,0,0,123064,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
GAILGAS,122,X,0,0,124101,0,725195, 	(13-MAY-2025 10:47:15)
SEMTEXP,278,S,1,0,2,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEMTEXP,278,S,1,0,1,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEMTEXP,278,S,1,0,8,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEMTEXP,278,S,1,0,5,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEMTEXP,278,S,1,0,9,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEMTEXP,278,S,1,0,4,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEMTEXP,278,S,1,0,7,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEMTEXP,278,S,1,0,6,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEMTEXP,278,S,1,0,3,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEMTEXP,278,S,1,0,3,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SANENER,181,X,0,0,124106,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SUMGLAS,183,S,1,0,1,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SVTPLIN,184,S,1,0,4,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SVTPLIN,184,S,1,0,1,0,825014, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SVTPLIN,184,S,1,0,3,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SVTPLIN,184,S,1,0,3,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SVTPLIN,184,S,1,0,3,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SVTPLIN,184,S,1,0,2,0,825079, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725194, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725192, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725197, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725197, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725194, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,825079, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,825147, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725194, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,825080, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,825078, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725194, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725194, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725194, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
AGL,,,,,,,725194, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
NGPL,121,X,0,0,124118,0,825015, 	(13-MAY-2025 10:47:15)
NGPL,121,X,0,0,124119,0,725194, 	(13-MAY-2025 10:47:15)
ROCKMAN,,,,,,,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
CRMNDEL,130,S,1,0,1,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
CRMNDEL,130,S,1,0,1,1,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
CRMNDEL,130,S,1,0,2,0,825018, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEIPLDY,281,X,0,0,125012,2,725198, 	(13-MAY-2025 10:47:15)
SEIPLDY,281,X,0,0,124122,0,725198, 	(13-MAY-2025 10:47:15)
SEIPLDY,281,X,0,0,124122,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEIPLDY,281,X,0,0,124122,0,, 	(13-MAY-2025 10:47:15)	 (Not Inserted)
SEIPLDY,281,X,0,0,125015,3,725198, 	(13-MAY-2025 10:47:15)
SEIPLDY,281,X,0,0,124123,1,725198, 	(13-MAY-2025 10:47:15)
SEIPLDY,281,X,0,0,124122,0,725200, 	(13-MAY-2025 10:47:15)

TOTAL DATA IN EXCEL : ,0,,,,,, 	(13-MAY-2025 10:47:15)
 

TOTAL DATA INSERTED : ,412,,,,,, 	(13-MAY-2025 10:47:15)
 

TOTAL SKIPPED DATA ,1757,,,,,, 	(13-MAY-2025 10:47:15)
 
<<END>>,<<FMS_SUPPLY_PURCHASE_MAP_DTL>>,,,,,, 	(13-MAY-2025 10:47:15)
 

<<START>>,<<FMS_SUPPLY_ALLOC_REVISED>>,, 	(13-MAY-2025 10:47:15)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,TIMESTAMP,
RIL,1,S,2,0,25,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,27,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,28,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,16,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,18,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,3,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,6,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,7,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,15,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,18,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,22,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,24,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,20,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,21,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,21,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,5,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,6,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,9,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,27,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,15,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,15,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,15,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,15,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,17,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,3,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,8,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,10,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,24,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,16,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,19,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,20,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,9,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,23,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,3,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,3,0,2,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,1,42,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,22,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,21,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,22,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,24,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,4,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,30,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,1,39,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,1,41,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,21,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,2,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,9,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,11,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,13,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,14,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,23,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,31,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,1,43,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,21,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,2,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,5,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,8,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,14,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,3,0,3,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,1,40,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,1,41,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,22,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,9,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,12,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,13,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,25,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,S,2,0,26,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
RIL,1,L,0,0,220002,0, 	(13-MAY-2025 10:47:16)
RIL,1,L,0,0,220001,0, 	(13-MAY-2025 10:47:16)
RIL,1,L,0,0,220003,0, 	(13-MAY-2025 10:47:16)
MGL,2,S,1,0,2,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,3,0,9,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,3,0,11,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,1,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,4,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,1,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,1,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,1,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,6,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,11,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,8,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,3,0,8,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,5,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,16,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,3,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,2,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,12,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,12,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,1,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,16,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,1,0,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,1,0,4,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,15,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,17,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,10,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,8,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,1,0,3,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,3,0,10,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,2,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,16,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,5,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,7,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,7,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,3,0,11,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,14,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,6,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,9,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,3,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,11,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,2,13,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,S,6,0,3,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,,,,,, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,122001,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,122002,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,122004,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,122004,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,122002,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,122004,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,124003,0, 	(13-MAY-2025 10:47:16)
MGL,2,X,0,0,122003,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,124004,0, 	(13-MAY-2025 10:47:16)
MGL,2,X,0,0,122001,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,124005,0, 	(13-MAY-2025 10:47:16)
MGL,2,X,0,0,124002,0, 	(13-MAY-2025 10:47:16)
MGL,2,X,0,0,122002,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,122001,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
MGL,2,X,0,0,124001,0, 	(13-MAY-2025 10:47:16)
GSPCL,3,S,1,3,23,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,23,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,89,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,38,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,39,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,43,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,46,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,54,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,61,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,75,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,12,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,12,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,90,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,101,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,58,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,105,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,102,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,109,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,26,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,29,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,34,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,77,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,78,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,79,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,87,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,36,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,37,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,38,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,43,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,53,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,54,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,59,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,2,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,8,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,8,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,11,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,57,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,75,2, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,19,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,19,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,111,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,117,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,119,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,110,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,114,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,115,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,20,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,21,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,13,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,23,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,28,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,31,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,34,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,35,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,67,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,77,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,71,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,86,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,88,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,36,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,39,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,42,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,52,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,53,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,59,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,59,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,60,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,63,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,63,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,65,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,68,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,2,0,2,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,2,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,91,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,99,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,100,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,56,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,57,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,58,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,19,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,19,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,104,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,117,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,119,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,121,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,103,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,102,3, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,21,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,22,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,23,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,23,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,30,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,32,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,33,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,69,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,82,1, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,88,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,37,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,41,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,43,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,59,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,62,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,64,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,67,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,73,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,1,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,8,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,8,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,9,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,9,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,11,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,16,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,117,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
GSPCL,3,S,1,3,111,0, 	(13-MAY-2025 10:47:16)	 (Not Inserted)
