

<<START>>,<<FMS_COUNTERPARTY_MST>>,,, 	(14-APR-2025 12:17:26)
3,SBI TT Buying,02/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,02/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,03/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,03/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,03/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,04/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,04/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,04/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,05/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,05/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,05/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,08/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,08/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,08/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,09/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,09/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,09/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,10/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,10/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,10/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,12/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,12/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,12/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,15/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,15/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,15/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,16/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,16/03/2010 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,25/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,25/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,26/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,26/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,26/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,29/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,29/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,29/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,30/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,30/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,30/06/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,01/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,01/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,01/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,02/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,02/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,02/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,03/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,03/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,03/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,06/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,06/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,06/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,07/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,07/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,07/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,08/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,08/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,08/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,09/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,09/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,09/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,10/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,10/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,10/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,13/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,13/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,13/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,14/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,14/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,14/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,15/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,15/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,15/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,16/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,16/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,16/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,17/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,17/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,17/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,20/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,20/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,20/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,21/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,21/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,21/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,22/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,22/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,22/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,23/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,23/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,23/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,24/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,24/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,24/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,27/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,27/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,27/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,28/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,28/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,28/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,29/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,29/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,29/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,30/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,30/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,30/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,31/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,31/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,31/07/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,03/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,03/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,03/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,04/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,04/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,04/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,10/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,10/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,10/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,11/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,11/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,11/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,12/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,12/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,12/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,13/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,13/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,13/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,14/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,14/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,14/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,17/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,17/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,17/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,18/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,18/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,18/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,19/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,19/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,19/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,20/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,20/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,20/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,21/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,21/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,21/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,24/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,24/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,24/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,25/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,25/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,25/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,26/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,26/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,26/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,27/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,27/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,27/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,28/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,28/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,28/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,31/08/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,15/05/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,05/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,08/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,08/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,08/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,10/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,10/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,10/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,11/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,11/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,11/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,12/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,12/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,12/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,15/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,15/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,15/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,16/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,16/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,16/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,17/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,17/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,17/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,18/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,18/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,18/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,19/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,19/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,19/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,22/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,22/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,22/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,23/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,23/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,23/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,24/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,24/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,24/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,26/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,26/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,26/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,29/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,29/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,29/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,30/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,30/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,30/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,31/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,31/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,31/12/2008 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,01/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,01/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,01/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,02/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,02/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,02/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,05/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,05/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,05/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,06/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,06/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,06/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,07/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,07/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,07/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,09/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,09/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,09/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,12/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,12/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,12/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,13/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,13/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,13/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,14/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,14/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,14/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,15/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,15/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,15/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,16/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,16/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,16/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,19/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,19/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,19/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,20/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,20/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,20/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,21/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,21/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,21/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,22/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,22/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,22/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,23/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,23/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,23/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,27/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,27/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,27/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,28/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,28/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,28/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,29/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,29/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,29/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,30/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,30/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,30/01/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,02/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,02/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,02/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,03/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,03/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,03/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,04/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,04/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,04/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,05/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,05/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,05/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,06/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,06/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,06/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,09/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,09/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,09/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,10/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,10/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,10/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,11/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,11/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,11/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,12/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,12/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,12/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,13/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,13/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,13/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,14/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,16/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,16/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,16/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,17/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,17/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,17/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,18/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,18/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,18/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,19/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,19/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,19/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,20/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,20/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,20/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,24/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,24/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,24/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,25/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,25/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,25/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,26/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,26/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
6,SBI TT buy sell ,26/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
2,SBI TT Selling,27/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
3,SBI TT Buying,27/02/2009 00:00:00, 	(14-APR-2025 12:17:33)
