
<<START>>,<<FMS_PUR_SG_INV_MST>>,,, 	(06-MAY-2025 14:32:38)
7009,null,0,02/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7009,null,0,18/05/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7009,null,0,02/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7009,null,0,18/05/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7018,null,0,15/09/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7018,null,0,15/09/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7018,null,0,20/09/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7018,null,0,15/09/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7021,null,0,23/10/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7021,null,0,23/10/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7021,null,0,23/10/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7021,null,0,23/10/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7028,null,0,22/01/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7028,null,0,22/01/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7028,null,0,22/01/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7028,null,0,22/01/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7015,null,0,22/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7015,null,0,22/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7015,null,0,22/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7015,null,0,22/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7015,null,0,22/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
8002,null,0,25/02/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8002,null,0,25/02/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8002,null,0,25/02/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8002,null,0,25/02/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8002,null,0,25/02/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8009,null,0,21/04/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8009,null,0,21/04/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8009,null,0,23/04/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7016,null,0,30/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7016,null,0,30/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7016,null,0,30/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7016,null,0,30/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7016,null,0,30/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7029,null,0,29/01/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7029,null,0,29/01/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7029,null,0,29/01/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8006,null,0,28/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8006,null,0,28/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8006,null,0,28/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8006,null,0,28/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8006,null,0,28/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7026,null,0,28/12/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7026,null,0,28/12/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7026,null,0,04/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7026,null,0,28/12/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7026,null,0,04/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7013,null,0,05/07/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7013,null,0,05/07/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7013,null,0,05/07/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
8010,null,0,02/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8010,null,0,02/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8010,null,0,02/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8010,null,0,02/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8010,null,0,02/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7010,null,0,19/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7010,null,0,19/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7010,null,0,19/08/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7010,null,0,19/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7027,null,0,04/01/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7027,null,0,04/01/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7027,null,0,22/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7027,null,0,04/01/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7027,null,0,22/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8003,null,0,07/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8003,null,0,07/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8003,null,0,07/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8003,null,0,07/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8003,null,0,07/03/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
7011,null,0,19/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7011,null,0,19/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7011,null,0,19/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7011,null,0,19/08/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7017,null,0,11/09/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7017,null,0,11/09/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7017,null,0,11/09/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7017,null,0,11/09/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
8008,null,0,11/04/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8008,null,0,11/04/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8008,null,0,11/04/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8008,null,0,11/04/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8008,null,0,11/04/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
7014,null,0,16/07/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7014,null,0,16/07/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7014,null,0,16/07/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
7014,null,0,16/07/2007 00:00:00,null, 	(06-MAY-2025 14:32:40)
8011,null,0,14/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8011,null,0,14/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8011,null,0,14/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8011,null,0,14/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8027,null,0,14/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8027,null,0,14/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8027,null,0,14/10/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8027,null,0,14/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8020,null,0,19/08/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8020,null,0,19/08/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8020,null,0,19/08/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8020,null,0,19/08/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8020,null,0,19/08/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8012,null,0,17/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8012,null,0,17/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8012,null,0,22/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8012,null,0,17/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8012,null,0,22/05/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8024,null,0,23/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8024,null,0,23/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8024,null,0,23/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8024,null,0,23/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8018,null,0,28/07/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8018,null,0,28/07/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8018,null,0,28/07/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8018,null,0,28/07/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8018,null,0,28/07/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8022,null,0,04/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8022,null,0,04/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8022,null,0,04/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8022,null,0,04/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8022,null,0,04/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8016,null,0,10/06/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8016,null,0,10/06/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8016,null,0,10/06/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8016,null,0,10/06/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8023,null,0,10/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8023,null,0,10/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8023,null,0,10/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8023,null,0,10/09/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
21063,null,0,03/12/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21063,null,0,03/12/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21063,null,0,03/12/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21063,null,0,21/11/2021 00:00:00,Rounding off, 	(06-MAY-2025 14:32:40)
21058,null,0,07/09/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21058,null,0,07/09/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21058,null,0,07/09/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21058,null,0,23/08/2021 00:00:00,Rounded off, 	(06-MAY-2025 14:32:40)
21054,null,0,18/08/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21054,null,0,18/08/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21054,null,0,18/08/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21054,null,0,08/08/2021 00:00:00,Rounded off, 	(06-MAY-2025 14:32:40)
21056,null,0,07/09/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21056,null,0,07/09/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21056,null,0,07/09/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21056,null,0,23/08/2021 00:00:00,Rounded off, 	(06-MAY-2025 14:32:40)
21057,null,0,18/08/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21057,null,0,18/08/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21057,null,0,18/08/2021 00:00:00,null, 	(06-MAY-2025 14:32:40)
21057,null,0,03/08/2021 00:00:00,Rounded off, 	(06-MAY-2025 14:32:40)
22013,null,0,10/05/2022 00:00:00,null, 	(06-MAY-2025 14:32:40)
22013,null,0,10/05/2022 00:00:00,null, 	(06-MAY-2025 14:32:40)
22013,null,0,10/05/2022 00:00:00,null, 	(06-MAY-2025 14:32:40)
22013,null,0,10/05/2022 00:00:00,Rounding off, 	(06-MAY-2025 14:32:40)
22024,null,0,16/11/2022 00:00:00,null, 	(06-MAY-2025 14:32:40)
22024,null,0,16/11/2022 00:00:00,null, 	(06-MAY-2025 14:32:40)
22024,null,0,16/11/2022 00:00:00,null, 	(06-MAY-2025 14:32:40)
22024,null,0,07/11/2022 00:00:00,Rounding off, 	(06-MAY-2025 14:32:40)
9001,null,0,17/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9001,null,0,17/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9001,null,0,25/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9001,null,0,17/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8030,null,0,12/01/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8030,null,0,12/01/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9006,null,0,28/04/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9006,null,0,28/04/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9006,null,0,08/05/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9006,null,0,28/04/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9002,null,0,30/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9002,null,0,30/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9002,null,0,02/04/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9002,null,0,30/03/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
8029,null,0,29/10/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8029,null,0,29/10/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8029,null,0,20/11/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8029,null,0,29/10/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
8029,null,0,20/11/2008 00:00:00,null, 	(06-MAY-2025 14:32:40)
9015,null,0,15/08/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9015,null,0,15/08/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9015,null,0,23/08/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9015,null,0,15/08/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9015,null,0,23/08/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9022,null,0,21/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9022,null,0,21/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9022,null,0,22/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9022,null,0,21/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9022,null,0,22/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9019,null,0,22/09/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9019,null,0,22/09/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9019,null,0,27/09/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9019,null,0,22/09/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9008,null,0,28/05/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9008,null,0,28/05/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9008,null,0,05/06/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9008,null,0,28/05/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9010,null,0,16/06/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9010,null,0,16/06/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9010,null,0,07/07/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9010,null,0,16/06/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9020,null,0,04/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9020,null,0,04/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9020,null,0,11/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9020,null,0,04/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9020,null,0,11/10/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
10001,null,0,31/03/2010 00:00:00,2900000MMBTU@4.935$-14311500$, 	(06-MAY-2025 14:32:40)
10001,null,0,31/03/2010 00:00:00,2900000MMBTU@4.935$-14311500$, 	(06-MAY-2025 14:32:40)
10001,null,0,31/03/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
9009,null,0,11/06/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9009,null,0,11/06/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9009,null,0,11/06/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
9009,null,0,11/06/2009 00:00:00,null, 	(06-MAY-2025 14:32:40)
10003,null,0,16/06/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10003,null,0,16/06/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10003,null,0,19/06/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10003,null,0,16/06/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10003,null,0,19/06/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10007,null,0,20/10/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10007,null,0,20/10/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10007,null,0,23/10/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10007,null,0,20/10/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
11003,null,0,28/02/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11003,null,0,28/02/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11003,null,0,05/03/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11003,null,0,28/02/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11003,null,0,05/03/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11001,null,0,02/03/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11001,null,0,02/03/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11001,null,0,09/03/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11001,null,0,02/03/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11001,null,0,09/03/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11004,null,0,05/04/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11004,null,0,05/04/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11004,null,0,05/04/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11004,null,0,05/04/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11004,null,0,05/04/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
10006,null,0,13/10/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10006,null,0,13/10/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10006,null,0,12/10/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10006,null,0,13/10/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10006,null,0,12/10/2010 00:00:00,null, 	(06-MAY-2025 14:32:40)
10016,null,0,10/01/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
10016,null,0,10/01/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
10016,null,0,15/01/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
10016,null,0,10/01/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
10016,null,0,15/01/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11007,null,0,01/08/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11007,null,0,01/08/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11007,null,0,06/08/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11007,null,0,01/08/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11007,null,0,06/08/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11005,null,0,12/06/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11005,null,0,12/06/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11005,null,0,18/06/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11005,null,0,12/06/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
11005,null,0,18/06/2011 00:00:00,null, 	(06-MAY-2025 14:32:40)
14001,null,0,01/07/2014 00:00:00,null, 	(06-MAY-2025 14:32:40)
14001,null,0,01/07/2014 00:00:00,null, 	(06-MAY-2025 14:32:40)
14001,null,0,15/12/2014 00:00:00,null, 	(06-MAY-2025 14:32:40)
14001,null,0,01/07/2014 00:00:00,Rounded off value as per EDI system, 	(06-MAY-2025 14:32:40)
14001,null,0,15/12/2014 00:00:00,roundedup value, 	(06-MAY-2025 14:32:41)
14006,null,0,15/01/2015 00:00:00,The Expected delivery qty as per CN is 2.7tbtu +/-3%, 	(06-MAY-2025 14:32:41)
14006,null,0,15/01/2015 00:00:00,The Expected delivery qty as per CN is 2.7tbtu +/-3%, 	(06-MAY-2025 14:32:41)
14006,null,0,15/01/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14006,null,0,15/01/2015 00:00:00,Tallied as per EDI System, 	(06-MAY-2025 14:32:41)
14006,null,0,15/01/2015 00:00:00,Tallied a sper Excel calculation, 	(06-MAY-2025 14:32:41)
14003,null,0,25/09/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14003,null,0,25/09/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14003,null,0,13/10/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14003,null,0,25/09/2014 00:00:00,FMS logic changed now it has facility to pick date wise exchange rate so correct exchange rate is used i.e. 61.00 w.e.f from 05th Sep 14, 	(06-MAY-2025 14:32:41)
14003,null,0,13/10/2014 00:00:00,Exchange rate logic modified by FMS team now exact ex rt date is pickedup. Difference is to tally with excel calculated value., 	(06-MAY-2025 14:32:41)
14004,null,0,04/10/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14004,null,0,04/10/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14004,null,0,20/10/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14004,null,0,04/10/2014 00:00:00,Adjusted based on the duty paid as per EDI system, 	(06-MAY-2025 14:32:41)
14004,null,0,20/10/2014 00:00:00,Adjusted as per excel calculation. This was additional custom duty so the custom duty payment date is considered on basis of the no. of days interest which we will be paying to customs so it is 9 oct 2014 instead of 08 oct 2014, 	(06-MAY-2025 14:32:41)
14007,null,0,07/12/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14007,null,0,07/12/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14007,null,0,18/12/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14007,null,0,07/12/2014 00:00:00,PD bond value as per amount debited in continuity bond, 	(06-MAY-2025 14:32:41)
14007,null,0,18/12/2014 00:00:00,Value tallied as per excel calculation, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,To tally with the Custom duty paid by EDI system, 	(06-MAY-2025 14:32:41)
14008,null,0,20/02/2015 00:00:00,Roundedup value. Final custom payment date considered as HLPL Q&Q date., 	(06-MAY-2025 14:32:41)
14002,null,0,25/08/2014 00:00:00,The provisional invoice is based on the BL quantity and not based on Cargo statement or CN quantity. Hence there is difference in invoice value., 	(06-MAY-2025 14:32:41)
14002,null,0,25/08/2014 00:00:00,The provisional invoice is based on the BL quantity and not based on Cargo statement or CN quantity. Hence there is difference in invoice value., 	(06-MAY-2025 14:32:41)
14002,null,0,05/09/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14002,null,0,25/08/2014 00:00:00,To tally with the actual paid custom duty as per EDI system., 	(06-MAY-2025 14:32:41)
14002,null,0,05/09/2014 00:00:00,ROUNDED OFF TO MATCH WITH EXCEL CALCULATED VALUE, 	(06-MAY-2025 14:32:41)
14009,null,0,01/03/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14009,null,0,01/03/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14009,null,0,27/05/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
14009,null,0,01/03/2015 00:00:00,As per EDI system, it has been roundedup., 	(06-MAY-2025 14:32:41)
14009,null,0,27/05/2015 00:00:00,Roundedup value, 	(06-MAY-2025 14:32:41)
14005,null,0,08/11/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14005,null,0,08/11/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14005,null,0,20/11/2014 00:00:00,null, 	(06-MAY-2025 14:32:41)
14005,null,0,08/11/2014 00:00:00,To adjust as per the actual duty paid as per EDI system, 	(06-MAY-2025 14:32:41)
14005,null,0,20/11/2014 00:00:00,Roundedup to tally with the actual additional custom duty paid., 	(06-MAY-2025 14:32:41)
15001,null,0,17/03/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
15001,null,0,17/03/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
15001,null,0,17/06/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
15001,null,0,17/03/2015 00:00:00,null, 	(06-MAY-2025 14:32:41)
15001,null,0,17/06/2015 00:00:00,Roundedup values, tallied with excel calculated value., 	(06-MAY-2025 14:32:41)
17001,null,0,04/02/2017 00:00:00,null, 	(06-MAY-2025 14:32:41)
17001,null,0,04/02/2017 00:00:00,null, 	(06-MAY-2025 14:32:41)
17001,null,0,21/02/2017 00:00:00,null, 	(06-MAY-2025 14:32:41)
17001,null,0,04/02/2017 00:00:00,Custom dupty rounded up ansd tallied with actual bank transcation, 	(06-MAY-2025 14:32:41)
17001,null,0,21/02/2017 00:00:00,rounded off value to match the excel calculation value, 	(06-MAY-2025 14:32:41)
16001,null,0,24/07/2016 00:00:00,Due date to be based on the final invoice and agreed payment terms with SITME, 	(06-MAY-2025 14:32:41)
16001,null,0,24/07/2016 00:00:00,Due date to be based on the final invoice and agreed payment terms with SITME, 	(06-MAY-2025 14:32:41)
16001,null,0,01/12/2016 00:00:00,null, 	(06-MAY-2025 14:32:41)
16001,null,0,24/07/2016 00:00:00,The value os rounded off to tally with the Custom duty challan paid., 	(06-MAY-2025 14:32:41)
16001,null,0,01/12/2016 00:00:00,Rounded off and tallying with excel calculation, 	(06-MAY-2025 14:32:41)
19002,null,0,06/05/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19002,null,0,06/05/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19002,null,0,06/05/2019 00:00:00,null, 	(06-MAY-2025 14:32:41)
19002,null,0,06/05/2019 00:00:00,rounded off, 	(06-MAY-2025 14:32:41)
