
<<START>>,<<FMS_ENTITY_CONTACT_MST>>,, 	(12-MAR-2025 17:57:27)
NTPC,8,C,30,01/10/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,29,01/10/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,6,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,6,30/01/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,1,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,26,01/10/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,2,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,25,01/10/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,3,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,4,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,6,30/01/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,1,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,6,30/01/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,1,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,30,31/01/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NTPC,8,C,5,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,14,01/01/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,5,05/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,9,05/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,1,05/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,1,05/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,13,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,8,05/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,12,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,16,01/01/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,15,01/01/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,1,05/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,11,05/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,6,05/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,10,05/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,14,01/01/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,5,05/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,9,05/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,1,05/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,1,05/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,13,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,8,05/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,12,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,16,01/01/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,15,01/01/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,1,05/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,11,05/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,6,05/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
KRIBHCO,9,C,10,05/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,10,03/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,6,03/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,11,03/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,11,20/04/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,12,03/12/2007 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,10,03/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,6,03/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,11,03/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,11,20/04/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
DFPCL,10,C,12,03/12/2007 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
AIGL,11,C,9,22/07/2009 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
AIGL,11,C,8,22/07/2009 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
AIGL,11,C,9,22/07/2009 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
AIGL,11,C,8,22/07/2009 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
NPL,15,C,3,28/02/2008 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
NPL,15,C,3,28/02/2008 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,3,01/04/2009 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,3,01/04/2009 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,1,01/04/2009 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,1,01/04/2009 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,2,01/04/2009 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,2,01/04/2009 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,3,01/04/2009 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,3,01/04/2009 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,1,01/04/2009 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,1,01/04/2009 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,2,01/04/2009 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
SIGIL,16,C,2,01/04/2009 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,2,01/09/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,10,20/12/2018 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,9,20/12/2018 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,3,01/09/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,1,04/08/2012 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,9,01/09/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,2,01/09/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,10,20/12/2018 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,9,20/12/2018 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,3,01/09/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,1,04/08/2012 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TPL,20,C,9,01/09/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
WMSL,21,C,1,31/05/2011 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
WMSL,21,C,2,31/05/2011 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
WMSL,21,C,1,31/05/2011 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
WMSL,21,C,2,31/05/2011 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
MNGL,22,C,1,20/06/2013 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
MNGL,22,C,2,20/06/2013 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
MNGL,22,C,1,20/06/2013 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
MNGL,22,C,2,20/06/2013 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,19,01/12/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,01/12/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,14,12/09/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,12/09/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,8,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,6,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,9,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,16,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,17,01/01/2020 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,12/09/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,12/09/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,15,12/09/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,5,20/01/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,12/09/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,5,01/01/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,18,01/05/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,19,01/12/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,01/12/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,14,12/09/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,12/09/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,8,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,6,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,9,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,16,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,17,01/01/2020 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,12/09/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,12/09/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,15,12/09/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,5,20/01/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,1,12/09/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,5,01/01/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
IGL,23,C,18,01/05/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,7,09/06/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,3,09/06/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,4,15/07/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,11,28/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,6,09/06/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,4,09/06/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,4,15/07/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,12,15/07/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,2,24/07/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,4,01/07/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,1,28/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,7,09/06/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,3,09/06/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,4,15/07/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,11,28/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,6,09/06/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,4,09/06/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,4,15/07/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,12,15/07/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,2,24/07/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,4,01/07/2022 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BPCL,24,C,1,28/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,4,06/08/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,6,06/08/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,3,06/08/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,2,06/08/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,1,06/08/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,5,06/08/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,4,06/08/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,6,06/08/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,3,06/08/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,2,06/08/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,1,06/08/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
TEL,25,C,5,06/08/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,13,01/04/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,16,01/12/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,20,01/11/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,16/07/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,1,16/07/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,15,01/12/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,20/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,8,20/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,19,01/06/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,18,01/06/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,5,17/11/2010 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,2,16/07/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,14,01/12/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,7,20/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,20/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,17,01/06/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,2,12/02/2015 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,10,20/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,6,20/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,01/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,4,17/11/2010 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,17/11/2010 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,13,01/04/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,16,01/12/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,20,01/11/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,16/07/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,1,16/07/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,15,01/12/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,20/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,8,20/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,19,01/06/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,18,01/06/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,5,17/11/2010 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,2,16/07/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,14,01/12/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,7,20/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,20/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,17,01/06/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,2,12/02/2015 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,10,20/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,6,20/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,4,17/11/2010 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
HPCL,26,C,3,17/11/2010 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
JSW,27,C,1,25/11/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
JSW,27,C,1,25/11/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
JSW,27,C,2,25/11/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
JSW,27,C,2,25/11/2014 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
JSW,27,C,1,25/11/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
JSW,27,C,1,25/11/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
JSW,27,C,2,25/11/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
JSW,27,C,2,25/11/2014 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BGL,28,C,1,28/07/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BGL,28,C,1,28/07/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
BGL,28,C,1,28/07/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
BGL,28,C,1,28/07/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:29)
GSFC,29,C,3,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
GSFC,29,C,12,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
GSFC,29,C,6,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
GSFC,29,C,13,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
GSFC,29,C,14,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
GSFC,29,C,9,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
GSFC,29,C,7,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
GSFC,29,C,11,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:29)
GSFC,29,C,4,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,10,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,2,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,5,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,8,11/08/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,3,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,12,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,6,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,13,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,14,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,9,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,7,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,11,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,4,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,10,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,2,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,5,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
GSFC,29,C,8,11/08/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
H-Energy,30,C,2,14/11/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
H-Energy,30,C,1,14/11/2016 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
H-Energy,30,C,2,14/11/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
H-Energy,30,C,1,14/11/2016 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,1,01/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,1,01/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,4,15/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,4,15/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,2,15/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,2,15/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,3,15/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,3,15/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,5,01/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,5,01/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,5,22/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,5,22/02/2024 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,1,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,1,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,4,15/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,4,15/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,2,15/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,2,15/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,3,15/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,3,15/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,5,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,5,01/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,5,22/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
ATGL,32,C,5,22/02/2024 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,3,09/03/2017 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,4,01/12/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,21,01/12/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,7,01/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,10,01/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,11,01/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,12,01/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,4,01/12/2023 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,8,01/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,6,01/07/2021 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,3,09/03/2017 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,4,01/12/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,21,01/12/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,7,01/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,10,01/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,11,01/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,12,01/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,4,01/12/2023 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,8,01/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
AMNS,33,C,6,01/07/2021 00:00:00,DLNG, 	(12-MAR-2025 17:57:30)
SGIPL,35,C,5,01/07/2022 00:00:00,RLNG, 	(12-MAR-2025 17:57:30)
