

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(18-MAR-2025 14:15:58)
IGL , 23 , B , C , 04/02/2011 00:00:00 ,  	(18-MAR-2025 14:16:01)
BPCL , 24 , R , C , 01/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:01)
BPCL , 24 , R , C , 16/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:01)
BPCL , 24 , R , C , 24/07/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
BPCL , 24 , C , C , 24/07/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
BPCL , 24 , B , C , 24/07/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
BPCL , 24 , B , T , 01/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:01)
BPCL , 24 , B , T , 16/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:01)
TEL , 25 , C , C , 06/08/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
TEL , 25 , R , C , 06/08/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
TEL , 25 , B , C , 06/08/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
HPCL , 26 , C , C , 15/06/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
HPCL , 26 , B , C , 15/06/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
HPCL , 26 , R , C , 15/06/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
HPCL , 26 , B , C , 16/09/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
HPCL , 26 , R , C , 16/09/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
HPCL , 26 , R , C , 17/11/2010 00:00:00 ,  	(18-MAR-2025 14:16:01)
HPCL , 26 , R , T , 15/06/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
JSW , 27 , B , C , 25/11/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
JSW , 27 , C , C , 25/11/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
JSW , 27 , R , C , 25/11/2014 00:00:00 ,  	(18-MAR-2025 14:16:01)
JSW , 27 , B , C , 31/05/2011 00:00:00 ,  	(18-MAR-2025 14:16:01)
JSW , 27 , C , C , 31/05/2011 00:00:00 ,  	(18-MAR-2025 14:16:01)
JSW , 27 , R , C , 31/05/2011 00:00:00 ,  	(18-MAR-2025 14:16:01)
BGL , 28 , R , C , 28/07/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
BGL , 28 , C , C , 28/07/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
BGL , 28 , B , C , 28/07/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
GSFC , 29 , C , C , 14/03/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
GSFC , 29 , R , C , 14/03/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
GSFC , 29 , B , C , 14/03/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
H-Energy , 30 , C , C , 14/11/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
H-Energy , 30 , B , C , 14/11/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
H-Energy , 30 , R , C , 14/11/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
SIMPL , 31 , C , C , 14/11/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
SIMPL , 31 , R , C , 14/11/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
SIMPL , 31 , B , C , 14/11/2016 00:00:00 ,  	(18-MAR-2025 14:16:01)
ATGL , 32 , R , C , 04/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:01)
ATGL , 32 , C , C , 04/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:01)
ATGL , 32 , B , C , 04/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:01)
ATGL , 32 , C , C , 13/01/2017 00:00:00 ,  	(18-MAR-2025 14:16:01)
ATGL , 32 , B , C , 13/01/2017 00:00:00 ,  	(18-MAR-2025 14:16:01)
ATGL , 32 , R , C , 13/01/2017 00:00:00 ,  	(18-MAR-2025 14:16:01)
AMNS , 33 , B , C , 18/01/2012 00:00:00 ,  	(18-MAR-2025 14:16:01)
AMNS , 33 , R , C , 18/01/2012 00:00:00 ,  	(18-MAR-2025 14:16:01)
AMNS , 33 , C , C , 18/01/2012 00:00:00 ,  	(18-MAR-2025 14:16:01)
AMNS , 33 , C , T , 18/01/2012 00:00:00 ,  	(18-MAR-2025 14:16:01)
SEMTPL , 34 , C , C , 28/07/2017 00:00:00 ,  	(18-MAR-2025 14:16:01)
SEMTPL , 34 , R , C , 28/07/2017 00:00:00 ,  	(18-MAR-2025 14:16:01)
SEMTPL , 34 , B , C , 28/07/2017 00:00:00 ,  	(18-MAR-2025 14:16:01)
SEMTPL , 34 , B , T , 28/07/2017 00:00:00 ,  	(18-MAR-2025 14:16:01)
SGIPL , 35 , C , C , 28/11/2017 00:00:00 ,  	(18-MAR-2025 14:16:01)
SGIPL , 35 , R , C , 28/11/2017 00:00:00 ,  	(18-MAR-2025 14:16:01)
SGIPL , 35 , B , C , 28/11/2018 00:00:00 ,  	(18-MAR-2025 14:16:01)
VGL , 36 , C , C , 03/07/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
VGL , 36 , R , C , 03/07/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
VGL , 36 , B , C , 03/07/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
PGPGPL , 37 , R , C , 01/04/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
PGPGPL , 37 , C , C , 01/04/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
PGPGPL , 37 , R , C , 04/10/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
PGPGPL , 37 , B , C , 04/10/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
PGPGPL , 37 , C , C , 04/10/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
PGPGPL , 37 , C , C , 28/04/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
PGPGPL , 37 , R , C , 28/04/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
PGPGPL , 37 , B , C , 28/04/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
HCG , 38 , R , C , 02/12/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
HCG , 38 , C , C , 02/12/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
HCG , 38 , B , C , 02/12/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
GGL , 39 , R , C , 09/12/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
GGL , 39 , B , C , 09/12/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
GGL , 39 , C , C , 09/12/2019 00:00:00 ,  	(18-MAR-2025 14:16:01)
CFC , 40 , R , C , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
CFC , 40 , B , C , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
CFC , 40 , C , C , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
IFFCO , 41 , R , C , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
IFFCO , 41 , C , C , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
IFFCO , 41 , B , C , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
HGL-RLNG , 42 , R , C , 01/02/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
HGL-RLNG , 42 , B , C , 01/02/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
HGL-RLNG , 42 , C , C , 01/02/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
PipeInfra , 43 , R , C , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
PipeInfra , 43 , B , C , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
PipeInfra , 43 , C , C , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
PipeInfra , 43 , C , R , 01/01/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
NFL , 44 , R , C , 01/05/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
NFL , 44 , B , C , 01/05/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
NFL , 44 , C , C , 01/05/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
HSIL , 45 , R , C , 01/05/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
HSIL , 45 , C , C , 01/05/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
VVF , 46 , R , C , 01/05/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
VVF , 46 , B , C , 01/05/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
VVF , 46 , C , C , 01/05/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
KFL , 47 , C , C , 23/07/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
KFL , 47 , R , C , 23/07/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
KFL , 47 , B , C , 23/07/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
BIL , 48 , R , C , 25/06/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
BIL , 48 , B , C , 25/06/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
BIL , 48 , C , C , 25/06/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
RIPL , 49 , R , C , 19/11/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
RIPL , 49 , B , C , 19/11/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
RIPL , 49 , C , C , 19/11/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
CP , 50 , C , C , 15/10/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
CP , 50 , R , C , 15/10/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
CP , 50 , B , C , 15/10/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
HALHFGL , 51 , B , C , 26/10/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
HALHFGL , 51 , C , C , 26/10/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
HALHFGL , 51 , R , C , 26/10/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
VIDUWIL , 52 , C , C , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
VIDUWIL , 52 , R , C , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
VIDUWIL , 52 , B , C , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
AGP CGD , 53 , C , C , 25/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
AGP CGD , 53 , R , C , 25/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
AGP CGD , 53 , B , C , 25/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
MINDA , 54 , C , C , 29/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
MINDA , 54 , R , C , 29/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
MINDA , 54 , B , C , 29/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
LEIPL , 55 , R , C , 04/11/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
LEIPL , 55 , B , C , 04/11/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
LEIPL , 55 , C , C , 04/11/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
SCHOTT , 56 , C , C , 24/02/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
SCHOTT , 56 , R , C , 24/02/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
SCHOTT , 56 , B , C , 24/02/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
HIL , 57 , C , C , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
HIL , 57 , R , C , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
HIL , 57 , B , C , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
HCGD-B , 58 , B , C , 01/04/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
HCGD-B , 58 , R , C , 01/04/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
HCGD-B , 58 , C , C , 01/04/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
BIPL , 59 , C , C , 21/07/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
BIPL , 59 , R , C , 21/07/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
BIPL , 59 , B , C , 21/07/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
EXXARO , 60 , R , C , 23/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
EXXARO , 60 , B , C , 23/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
EXXARO , 60 , C , C , 23/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
EXXARO , 60 , R , C , 29/05/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
STVPL , 61 , R , C , 18/02/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
JGPL , 62 , R , C , 18/02/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
WALLCERA , 63 , R , C , 17/02/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
ASTIS , 64 , R , C , 17/02/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
PROTON , 65 , R , C , 16/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
ANTIQUE , 66 , R , C , 16/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
ACER , 67 , R , C , 16/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:01)
KAJARIA , 68 , C , C , 30/11/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
KAJARIA , 68 , R , C , 30/11/2020 00:00:00 ,  	(18-MAR-2025 14:16:01)
KAJARIA , 68 , B , C , 30/11/2020 00:00:00 ,  	(18-MAR-2025 14:16:02)
GASGROWS , 69 , R , C , 07/05/2020 00:00:00 ,  	(18-MAR-2025 14:16:02)
SISECAM , 70 , C , C , 09/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
SISECAM , 70 , R , C , 09/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
SISECAM , 70 , B , C , 09/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
ATPL , 71 , R , C , 17/12/2020 00:00:00 ,  	(18-MAR-2025 14:16:02)
ATPL , 71 , B , C , 17/12/2020 00:00:00 ,  	(18-MAR-2025 14:16:02)
ATPL , 71 , C , C , 17/12/2020 00:00:00 ,  	(18-MAR-2025 14:16:02)
OPAL , 72 , C , C , 28/07/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
OPAL , 72 , R , C , 28/07/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
OPAL , 72 , B , C , 28/07/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
JKPAPER , 73 , C , C , 02/08/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
JKPAPER , 73 , R , C , 02/08/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
JKPAPER , 73 , B , C , 02/08/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
STL , 74 , R , C , 25/08/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
STL , 74 , B , C , 25/08/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
STL , 74 , C , C , 25/08/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
UEPL , 75 , R , C , 03/09/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
CELLO , 76 , R , C , 01/12/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
CELLO , 76 , B , C , 01/12/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
CELLO , 76 , C , C , 01/12/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
CALDERYS , 77 , R , C , 20/12/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
CALDERYS , 77 , B , C , 20/12/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
CALDERYS , 77 , C , C , 20/12/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
RCF , 78 , R , C , 30/12/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
RCF , 78 , B , C , 30/12/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
RCF , 78 , C , C , 30/12/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
BWRL , 79 , R , C , 25/01/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
BWRL , 79 , B , C , 25/01/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
BWRL , 79 , C , C , 25/01/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
KRYO , 80 , R , C , 31/01/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
VIRGO , 81 , C , C , 12/02/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
VIRGO , 81 , R , C , 12/02/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
VIRGO , 81 , B , C , 12/02/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
BLPL , 82 , R , C , 02/03/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
BLPL , 82 , B , C , 26/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
BLPL , 82 , C , C , 26/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GIPSKARTON , 83 , B , C , 24/03/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GIPSKARTON , 83 , R , C , 24/03/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
TGPL , 84 , R , T , 27/04/2005 00:00:00 ,  	(18-MAR-2025 14:16:02)
TGPL , 84 , R , T , 27/04/2005 00:00:00 ,  	(18-MAR-2025 14:16:02)
SELNG , 85 , R , T , 03/10/2008 00:00:00 ,  	(18-MAR-2025 14:16:02)
SELNG , 85 , R , T , 03/10/2008 00:00:00 ,  	(18-MAR-2025 14:16:02)
SELNG , 85 , R , T , 29/04/2005 00:00:00 ,  	(18-MAR-2025 14:16:02)
SITME , 86 , R , T , 21/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
SITME , 86 , R , T , 21/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
SITME , 86 , R , T , 21/06/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
RIL-D6 , 90 , R , T , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
RIL-D6 , 90 , R , T , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
BP , 91 , R , T , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
BP , 91 , R , T , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
BP , 91 , R , T , 01/01/2021 00:00:00 ,  	(18-MAR-2025 14:16:02)
AMNS-T , 92 , R , T , 01/01/2019 00:00:00 ,  	(18-MAR-2025 14:16:02)
RIL-CBM , 93 , R , T , 25/03/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PIL-Haz , 96 , R , R , 14/09/2008 00:00:00 ,  	(18-MAR-2025 14:16:02)
PIL-Haz , 96 , R , R , 14/09/2010 00:00:00 ,  	(18-MAR-2025 14:16:02)
PIL-Haz , 96 , R , R , 25/04/2019 00:00:00 ,  	(18-MAR-2025 14:16:02)
GSPL , 97 , R , C , 21/04/2006 00:00:00 ,  	(18-MAR-2025 14:16:02)
GSPL , 97 , R , R , 21/04/2006 00:00:00 ,  	(18-MAR-2025 14:16:02)
PARK-MSK , 107 , R , R , 19/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PARK-BHD , 108 , R , R , 19/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PARKPHUCBM , 109 , R , R , 19/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
TGLPL , 110 , C , C , 29/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
TGLPL , 110 , R , C , 29/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
TGLPL , 110 , B , C , 29/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
TGBPL , 111 , C , C , 29/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
TGBPL , 111 , R , C , 29/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
TGBPL , 111 , B , C , 29/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
BGEPL , 112 , R , C , 29/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
BGEPL , 112 , C , C , 29/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
BGEPL , 112 , B , C , 29/04/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
IMCL , 113 , R , C , 12/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
IMCL , 113 , C , C , 12/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
IMCL , 113 , B , C , 12/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PMSKP , 114 , B , R , 13/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
VVF India , 115 , R , C , 14/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
VVF India , 115 , B , C , 14/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
VVF India , 115 , C , C , 14/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
VVF India , 115 , R , C , 16/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GNFC , 116 , B , C , 24/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GNFC , 116 , R , C , 24/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GNFC , 116 , C , C , 24/05/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
MEGHHQX , 117 , R , C , 02/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
MEGHHQX , 117 , B , C , 02/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
MEGHHQX , 117 , C , C , 02/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
ONGC , 118 , C , T , 07/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
ONGC , 118 , C , T , 07/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
ONGC , 118 , C , T , 07/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GLIL , 119 , R , C , 07/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GLIL , 119 , B , C , 07/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GLIL , 119 , C , C , 07/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
UGEL , 120 , R , C , 09/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
SGI-AP , 121 , R , C , 27/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
SGI-AP , 121 , B , C , 27/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
SGI-AP , 121 , C , C , 27/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
IGX , 122 , R , C , 29/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
RGPL , 124 , R , C , 29/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
RGPL , 124 , R , R , 29/06/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GTIPL , 125 , R , C , 01/07/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GSPL-C , 126 , R , C , 12/07/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PEPL , 127 , R , C , 13/07/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PEPL , 127 , C , C , 28/02/2024 00:00:00 ,  	(18-MAR-2025 14:16:02)
PEPL , 127 , B , C , 28/02/2024 00:00:00 ,  	(18-MAR-2025 14:16:02)
GFCL , 128 , R , C , 14/07/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GFCL , 128 , C , C , 14/07/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GFCL , 128 , B , C , 14/07/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
DERL , 129 , B , T , 16/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
CPL , 130 , R , C , 16/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
CPL , 130 , C , C , 16/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
CPL , 130 , B , C , 16/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
IRM , 131 , R , C , 24/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
IRM , 131 , C , C , 24/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
IRM , 131 , B , C , 24/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PPL , 132 , R , C , 26/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PPL , 132 , C , C , 30/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PPL , 132 , B , C , 30/08/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
YARALTD , 133 , C , C , 06/09/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
YARALTD , 133 , R , C , 06/09/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
YARALTD , 133 , B , C , 06/09/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
INPEROX , 134 , R , C , 13/09/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
INPEROX , 134 , B , C , 13/09/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
INPEROX , 134 , C , C , 13/09/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
RAFECHL , 135 , R , C , 28/09/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
MGRPL , 136 , R , C , 01/10/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
MGRPL , 136 , R , T , 01/10/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
CNTENKA , 137 , C , C , 17/10/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
CNTENKA , 137 , R , C , 17/10/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
CNTENKA , 137 , B , C , 17/10/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
EFSPL , 138 , R , C , 25/10/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
EFSPL , 138 , R , T , 25/10/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
HINDURV , 140 , R , C , 17/11/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
HINDURV , 140 , B , C , 28/02/2023 00:00:00 ,  	(18-MAR-2025 14:16:02)
HINDURV , 140 , C , C , 28/02/2023 00:00:00 ,  	(18-MAR-2025 14:16:02)
HCGPUTE , 142 , R , C , 18/11/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
HCGPUTE , 142 , B , C , 21/11/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
HCGPUTE , 142 , C , C , 21/11/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GOAGLSF , 143 , R , C , 25/11/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GOAGLSF , 143 , C , C , 25/11/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
GOAGLSF , 143 , B , C , 25/11/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
IGSPL , 144 , R , C , 25/11/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
IGSPL , 144 , R , T , 25/11/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PEFORCV , 146 , R , C , 08/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PEFORCV , 146 , B , C , 08/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
PEFORCV , 146 , C , C , 08/12/2022 00:00:00 ,  	(18-MAR-2025 14:16:02)
