
<<START>>,<<FMS_SECURITY_DEAL_MAP>>,,,,, 	(18-JUL-2025 16:11:36)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,4,1,K,L, 	(18-JUL-2025 16:11:37)
72,1,1,K,L, 	(18-JUL-2025 16:11:37)
72,1,1,K,L, 	(18-JUL-2025 16:11:37)
72,1,1,K,L, 	(18-JUL-2025 16:11:37)
72,1,1,K,L, 	(18-JUL-2025 16:11:37)
72,1,1,K,L, 	(18-JUL-2025 16:11:37)
72,1,1,K,L, 	(18-JUL-2025 16:11:37)
72,1,1,K,L, 	(18-JUL-2025 16:11:37)
110,1,1,K,S, 	(18-JUL-2025 16:11:37)
110,2,1,K,S, 	(18-JUL-2025 16:11:37)
110,3,1,K,S, 	(18-JUL-2025 16:11:37)
111,1,1,K,S, 	(18-JUL-2025 16:11:37)
111,2,1,K,S, 	(18-JUL-2025 16:11:37)
111,3,1,K,S, 	(18-JUL-2025 16:11:37)
111,4,1,K,S, 	(18-JUL-2025 16:11:37)
111,5,1,K,S, 	(18-JUL-2025 16:11:37)
111,6,1,K,S, 	(18-JUL-2025 16:11:37)
112,1,1,K,S, 	(18-JUL-2025 16:11:37)
112,2,1,K,S, 	(18-JUL-2025 16:11:37)
112,3,1,K,S, 	(18-JUL-2025 16:11:37)
112,4,1,K,S, 	(18-JUL-2025 16:11:37)
112,5,1,K,S, 	(18-JUL-2025 16:11:37)
112,6,1,K,S, 	(18-JUL-2025 16:11:37)
115,1,1,K,S, 	(18-JUL-2025 16:11:37)
115,2,1,K,S, 	(18-JUL-2025 16:11:37)
115,3,1,K,S, 	(18-JUL-2025 16:11:37)
115,4,1,K,S, 	(18-JUL-2025 16:11:37)
115,5,1,K,S, 	(18-JUL-2025 16:11:37)
115,6,1,K,S, 	(18-JUL-2025 16:11:37)
115,7,1,K,S, 	(18-JUL-2025 16:11:37)
115,8,1,K,S, 	(18-JUL-2025 16:11:37)
115,9,1,K,S, 	(18-JUL-2025 16:11:37)
115,10,1,K,S, 	(18-JUL-2025 16:11:37)
116,1,1,K,S, 	(18-JUL-2025 16:11:37)
116,2,1,K,S, 	(18-JUL-2025 16:11:37)
116,3,1,K,S, 	(18-JUL-2025 16:11:37)
116,4,1,K,L, 	(18-JUL-2025 16:11:37)
116,4,1,K,L, 	(18-JUL-2025 16:11:37)
116,4,1,K,L, 	(18-JUL-2025 16:11:37)
116,4,1,K,L, 	(18-JUL-2025 16:11:37)
119,1,1,K,S, 	(18-JUL-2025 16:11:37)
119,2,1,K,S, 	(18-JUL-2025 16:11:37)
119,3,1,K,S, 	(18-JUL-2025 16:11:37)
128,1,1,K,S, 	(18-JUL-2025 16:11:37)
128,2,1,K,S, 	(18-JUL-2025 16:11:37)
130,1,1,K,S, 	(18-JUL-2025 16:11:37)
130,2,1,K,S, 	(18-JUL-2025 16:11:37)
130,3,1,K,S, 	(18-JUL-2025 16:11:37)
130,4,1,K,S, 	(18-JUL-2025 16:11:37)
130,5,1,K,S, 	(18-JUL-2025 16:11:37)
130,6,1,K,S, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
130,1,1,K,L, 	(18-JUL-2025 16:11:37)
134,1,1,K,S, 	(18-JUL-2025 16:11:37)
134,2,1,K,S, 	(18-JUL-2025 16:11:37)
134,3,1,K,S, 	(18-JUL-2025 16:11:37)
134,1,1,K,L, 	(18-JUL-2025 16:11:37)
134,1,1,K,L, 	(18-JUL-2025 16:11:37)
134,1,1,K,L, 	(18-JUL-2025 16:11:37)
134,1,1,K,L, 	(18-JUL-2025 16:11:37)
134,1,1,K,L, 	(18-JUL-2025 16:11:37)
134,1,1,K,L, 	(18-JUL-2025 16:11:37)
134,1,1,K,L, 	(18-JUL-2025 16:11:37)
134,1,1,K,L, 	(18-JUL-2025 16:11:37)
134,1,1,K,L, 	(18-JUL-2025 16:11:37)
143,1,1,K,S, 	(18-JUL-2025 16:11:37)
143,2,1,K,S, 	(18-JUL-2025 16:11:37)
143,3,1,K,S, 	(18-JUL-2025 16:11:37)
143,4,1,K,S, 	(18-JUL-2025 16:11:37)
143,5,1,K,S, 	(18-JUL-2025 16:11:37)
146,1,1,K,S, 	(18-JUL-2025 16:11:37)
146,2,1,K,S, 	(18-JUL-2025 16:11:37)
146,1,1,K,L, 	(18-JUL-2025 16:11:37)
146,1,1,K,L, 	(18-JUL-2025 16:11:37)
146,1,1,K,L, 	(18-JUL-2025 16:11:37)
146,1,1,K,L, 	(18-JUL-2025 16:11:37)
184,1,1,K,S, 	(18-JUL-2025 16:11:37)
209,1,1,K,S, 	(18-JUL-2025 16:11:37)
209,2,1,K,S, 	(18-JUL-2025 16:11:37)
238,1,1,K,S, 	(18-JUL-2025 16:11:37)
238,2,1,K,S, 	(18-JUL-2025 16:11:37)
238,3,1,K,S, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
238,1,1,K,L, 	(18-JUL-2025 16:11:37)
241,1,1,K,S, 	(18-JUL-2025 16:11:37)
241,2,1,K,S, 	(18-JUL-2025 16:11:37)
241,3,1,K,S, 	(18-JUL-2025 16:11:37)
241,1,1,K,L, 	(18-JUL-2025 16:11:37)
269,1,1,K,S, 	(18-JUL-2025 16:11:37)
269,2,1,K,S, 	(18-JUL-2025 16:11:37)
269,3,1,K,S, 	(18-JUL-2025 16:11:37)
269,4,1,K,S, 	(18-JUL-2025 16:11:37)
269,5,1,K,S, 	(18-JUL-2025 16:11:37)
269,6,1,K,S, 	(18-JUL-2025 16:11:37)
269,7,1,K,S, 	(18-JUL-2025 16:11:37)
269,8,1,K,S, 	(18-JUL-2025 16:11:37)
269,9,1,K,S, 	(18-JUL-2025 16:11:37)
274,1,1,K,S, 	(18-JUL-2025 16:11:37)
274,2,1,K,S, 	(18-JUL-2025 16:11:37)
275,1,1,K,S, 	(18-JUL-2025 16:11:37)
275,2,1,K,S, 	(18-JUL-2025 16:11:37)
275,3,1,K,S, 	(18-JUL-2025 16:11:37)
275,4,1,K,S, 	(18-JUL-2025 16:11:37)
275,5,1,K,S, 	(18-JUL-2025 16:11:37)
291,1,1,K,S, 	(18-JUL-2025 16:11:37)
291,2,1,K,S, 	(18-JUL-2025 16:11:37)

TOTAL DATA EXTRACTED :,646,,,,,  	(18-JUL-2025 16:11:37)
 
<<END>>,<<FMS_SECURITY_DEAL_MAP(S)>>,,,,, 	(18-JUL-2025 16:11:37)
 
<<START>>,<<FMS_SECURITY_MST(S)>>,,,,, 	(18-JUL-2025 16:11:37)
 
 COMPANY_CD, COUNTERPARTY_CD, SEQ_NO, SEQ_REV_NO, GX ,CONT_TYPE,TIMESTAMP
1,,1,2,K,S, 	(18-JUL-2025 16:11:37)
1,,1,3,K,S, 	(18-JUL-2025 16:11:37)
1,,1,1,K,S, 	(18-JUL-2025 16:11:37)
1,,1,1,K,S, 	(18-JUL-2025 16:11:37)
1,,1,0,K,L, 	(18-JUL-2025 16:11:37)
1,,1,0,K,L, 	(18-JUL-2025 16:11:37)
1,,1,0,K,L, 	(18-JUL-2025 16:11:37)
2,,1,9,K,S, 	(18-JUL-2025 16:11:37)
2,,1,9,K,S, 	(18-JUL-2025 16:11:37)
2,,1,10,K,S, 	(18-JUL-2025 16:11:37)
2,,1,10,K,S, 	(18-JUL-2025 16:11:37)
2,,1,10,K,S, 	(18-JUL-2025 16:11:37)
2,,1,11,K,S, 	(18-JUL-2025 16:11:37)
2,,1,7,K,S, 	(18-JUL-2025 16:11:38)
2,,1,7,K,S, 	(18-JUL-2025 16:11:38)
2,,1,14,K,S, 	(18-JUL-2025 16:11:38)
2,,1,15,K,S, 	(18-JUL-2025 16:11:38)
2,,1,8,K,S, 	(18-JUL-2025 16:11:38)
2,,1,8,K,S, 	(18-JUL-2025 16:11:38)
2,,1,13,K,S, 	(18-JUL-2025 16:11:38)
2,,1,13,K,S, 	(18-JUL-2025 16:11:38)
2,,1,12,K,S, 	(18-JUL-2025 16:11:38)
2,,1,12,K,S, 	(18-JUL-2025 16:11:38)
2,,1,18,K,S, 	(18-JUL-2025 16:11:38)
2,,1,19,K,S, 	(18-JUL-2025 16:11:38)
2,,1,16,K,S, 	(18-JUL-2025 16:11:38)
2,,1,17,K,S, 	(18-JUL-2025 16:11:38)
2,,1,17,K,S, 	(18-JUL-2025 16:11:38)
3,,1,112,K,S, 	(18-JUL-2025 16:11:38)
3,,1,112,K,S, 	(18-JUL-2025 16:11:38)
3,,1,112,K,S, 	(18-JUL-2025 16:11:38)
3,,1,112,K,S, 	(18-JUL-2025 16:11:38)
3,,1,112,K,S, 	(18-JUL-2025 16:11:38)
3,,1,112,K,S, 	(18-JUL-2025 16:11:38)
3,,1,113,K,S, 	(18-JUL-2025 16:11:38)
3,,1,113,K,S, 	(18-JUL-2025 16:11:38)
3,,1,113,K,S, 	(18-JUL-2025 16:11:38)
3,,1,114,K,S, 	(18-JUL-2025 16:11:38)
3,,1,114,K,S, 	(18-JUL-2025 16:11:38)
3,,1,116,K,S, 	(18-JUL-2025 16:11:38)
3,,1,116,K,S, 	(18-JUL-2025 16:11:38)
3,,1,116,K,S, 	(18-JUL-2025 16:11:38)
3,,1,116,K,S, 	(18-JUL-2025 16:11:38)
3,,1,117,K,S, 	(18-JUL-2025 16:11:38)
3,,1,117,K,S, 	(18-JUL-2025 16:11:38)
3,,1,117,K,S, 	(18-JUL-2025 16:11:38)
3,,1,118,K,S, 	(18-JUL-2025 16:11:38)
3,,1,118,K,S, 	(18-JUL-2025 16:11:38)
3,,1,118,K,S, 	(18-JUL-2025 16:11:38)
3,,1,114,K,S, 	(18-JUL-2025 16:11:38)
3,,1,115,K,S, 	(18-JUL-2025 16:11:38)
3,,1,115,K,S, 	(18-JUL-2025 16:11:38)
3,,1,115,K,S, 	(18-JUL-2025 16:11:38)
3,,1,115,K,S, 	(18-JUL-2025 16:11:38)
3,,1,119,K,S, 	(18-JUL-2025 16:11:38)
3,,1,119,K,S, 	(18-JUL-2025 16:11:38)
3,,1,119,K,S, 	(18-JUL-2025 16:11:38)
3,,1,119,K,S, 	(18-JUL-2025 16:11:38)
3,,1,119,K,S, 	(18-JUL-2025 16:11:38)
3,,1,119,K,S, 	(18-JUL-2025 16:11:38)
3,,1,119,K,S, 	(18-JUL-2025 16:11:38)
3,,1,123,K,S, 	(18-JUL-2025 16:11:38)
3,,1,120,K,S, 	(18-JUL-2025 16:11:38)
3,,1,120,K,S, 	(18-JUL-2025 16:11:38)
3,,1,121,K,S, 	(18-JUL-2025 16:11:38)
3,,1,121,K,S, 	(18-JUL-2025 16:11:38)
3,,1,124,K,S, 	(18-JUL-2025 16:11:38)
3,,1,124,K,S, 	(18-JUL-2025 16:11:38)
3,,1,125,K,S, 	(18-JUL-2025 16:11:38)
3,,1,125,K,S, 	(18-JUL-2025 16:11:38)
4,,1,5,K,S, 	(18-JUL-2025 16:11:38)
4,,1,6,K,S, 	(18-JUL-2025 16:11:38)
4,,1,8,K,S, 	(18-JUL-2025 16:11:38)
4,,1,9,K,S, 	(18-JUL-2025 16:11:38)
4,,1,10,K,S, 	(18-JUL-2025 16:11:38)
4,,1,7,K,S, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
4,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
8,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,0,K,L, 	(18-JUL-2025 16:11:38)
9,,1,1,K,L, 	(18-JUL-2025 16:11:38)
9,,1,1,K,L, 	(18-JUL-2025 16:11:38)
10,,1,4,K,S, 	(18-JUL-2025 16:11:38)
10,,1,5,K,S, 	(18-JUL-2025 16:11:38)
10,,1,1,K,S, 	(18-JUL-2025 16:11:38)
10,,1,1,K,S, 	(18-JUL-2025 16:11:38)
10,,1,2,K,S, 	(18-JUL-2025 16:11:38)
10,,1,4,K,S, 	(18-JUL-2025 16:11:38)
10,,1,3,K,S, 	(18-JUL-2025 16:11:38)
10,,1,6,K,S, 	(18-JUL-2025 16:11:38)
10,,1,6,K,S, 	(18-JUL-2025 16:11:38)
10,,1,6,K,S, 	(18-JUL-2025 16:11:38)
20,,1,0,K,L, 	(18-JUL-2025 16:11:38)
23,,1,12,K,S, 	(18-JUL-2025 16:11:38)
23,,1,14,K,S, 	(18-JUL-2025 16:11:38)
23,,1,15,K,S, 	(18-JUL-2025 16:11:38)
23,,1,19,K,S, 	(18-JUL-2025 16:11:38)
23,,1,16,K,S, 	(18-JUL-2025 16:11:38)
23,,1,17,K,S, 	(18-JUL-2025 16:11:38)
24,,1,0,K,L, 	(18-JUL-2025 16:11:38)
24,,1,0,K,L, 	(18-JUL-2025 16:11:38)
24,,1,0,K,L, 	(18-JUL-2025 16:11:38)
26,,1,16,K,S, 	(18-JUL-2025 16:11:38)
26,,1,16,K,S, 	(18-JUL-2025 16:11:38)
26,,1,9,K,S, 	(18-JUL-2025 16:11:38)
26,,1,9,K,S, 	(18-JUL-2025 16:11:38)
26,,1,10,K,S, 	(18-JUL-2025 16:11:38)
26,,1,13,K,S, 	(18-JUL-2025 16:11:38)
26,,1,14,K,S, 	(18-JUL-2025 16:11:38)
26,,1,15,K,S, 	(18-JUL-2025 16:11:38)
26,,1,12,K,S, 	(18-JUL-2025 16:11:38)
26,,1,17,K,S, 	(18-JUL-2025 16:11:38)
26,,1,21,K,S, 	(18-JUL-2025 16:11:38)
26,,1,21,K,S, 	(18-JUL-2025 16:11:38)
26,,1,19,K,S, 	(18-JUL-2025 16:11:38)
26,,1,18,K,S, 	(18-JUL-2025 16:11:38)
26,,1,20,K,S, 	(18-JUL-2025 16:11:38)
26,,1,26,K,S, 	(18-JUL-2025 16:11:38)
26,,1,24,K,S, 	(18-JUL-2025 16:11:38)
26,,1,25,K,S, 	(18-JUL-2025 16:11:38)
29,,1,10,K,S, 	(18-JUL-2025 16:11:38)
29,,1,11,K,S, 	(18-JUL-2025 16:11:38)
29,,1,7,K,S, 	(18-JUL-2025 16:11:38)
29,,1,6,K,S, 	(18-JUL-2025 16:11:38)
29,,1,12,K,S, 	(18-JUL-2025 16:11:38)
29,,1,8,K,S, 	(18-JUL-2025 16:11:38)
29,,1,8,K,S, 	(18-JUL-2025 16:11:38)
29,,1,9,K,S, 	(18-JUL-2025 16:11:38)
29,,1,13,K,S, 	(18-JUL-2025 16:11:38)
29,,1,13,K,S, 	(18-JUL-2025 16:11:38)
29,,1,0,K,L, 	(18-JUL-2025 16:11:38)
29,,1,0,K,L, 	(18-JUL-2025 16:11:38)
29,,1,0,K,L, 	(18-JUL-2025 16:11:38)
29,,1,0,K,L, 	(18-JUL-2025 16:11:38)
32,,1,1,K,S, 	(18-JUL-2025 16:11:38)
33,,1,16,K,S, 	(18-JUL-2025 16:11:38)
33,,1,24,K,S, 	(18-JUL-2025 16:11:38)
33,,1,25,K,S, 	(18-JUL-2025 16:11:38)
33,,1,25,K,S, 	(18-JUL-2025 16:11:38)
33,,1,15,K,S, 	(18-JUL-2025 16:11:38)
33,,1,18,K,S, 	(18-JUL-2025 16:11:38)
33,,1,19,K,S, 	(18-JUL-2025 16:11:38)
33,,1,17,K,S, 	(18-JUL-2025 16:11:38)
33,,1,20,K,S, 	(18-JUL-2025 16:11:38)
33,,1,21,K,S, 	(18-JUL-2025 16:11:38)
33,,1,22,K,S, 	(18-JUL-2025 16:11:38)
33,,1,31,K,S, 	(18-JUL-2025 16:11:38)
33,,1,32,K,S, 	(18-JUL-2025 16:11:38)
33,,1,29,K,S, 	(18-JUL-2025 16:11:38)
33,,1,23,K,S, 	(18-JUL-2025 16:11:38)
33,,1,33,K,S, 	(18-JUL-2025 16:11:38)
33,,1,34,K,S, 	(18-JUL-2025 16:11:38)
33,,1,35,K,S, 	(18-JUL-2025 16:11:38)
33,,1,26,K,S, 	(18-JUL-2025 16:11:38)
33,,1,28,K,S, 	(18-JUL-2025 16:11:38)
33,,1,30,K,S, 	(18-JUL-2025 16:11:38)
33,,1,36,K,S, 	(18-JUL-2025 16:11:38)
33,,1,38,K,S, 	(18-JUL-2025 16:11:38)
33,,1,0,K,L, 	(18-JUL-2025 16:11:38)
33,,1,0,K,L, 	(18-JUL-2025 16:11:38)
33,,1,0,K,L, 	(18-JUL-2025 16:11:38)
33,,1,0,K,L, 	(18-JUL-2025 16:11:38)
33,,1,0,K,L, 	(18-JUL-2025 16:11:38)
33,,1,0,K,L, 	(18-JUL-2025 16:11:38)
33,,1,0,K,L, 	(18-JUL-2025 16:11:38)
34,,1,13,K,S, 	(18-JUL-2025 16:11:38)
34,,1,14,K,S, 	(18-JUL-2025 16:11:38)
34,,1,9,K,S, 	(18-JUL-2025 16:11:38)
34,,1,10,K,S, 	(18-JUL-2025 16:11:38)
34,,1,10,K,S, 	(18-JUL-2025 16:11:38)
